,ORF,R value,P value,Bon,BH
5178,YML017W,-0.021841172240782112,0.8596742735326044,5880.172030963014,1.1353875325280969
5179,YDL095W,-0.021814438698089966,0.8598442937248733,5881.334969078133,1.1353928511733848
5180,YPL110C,-0.021803719381779618,0.8599124682995525,5881.801283168939,1.1352637103201968
5181,YLR021W,0.02180185833048298,0.8599243046416739,5881.88224374905,1.1350602554513798
5182,YER147C,0.021782149312801775,0.8600496564724197,5882.739650271351,1.1350066853697378
5183,YJL199C,0.021741140683642125,0.8603104875507395,5884.523734847058,1.1351318932961145
5184,YGL035C,-0.02172733101409347,0.8603983258562516,5885.124548856761,1.1350288425953252
5185,YML005W,-0.021685933059254862,0.860661653358835,5886.9257089744315,1.13515729058512
5186,YDL090C,-0.021675664270942106,0.860726974252964,5887.372503890274,1.13502458143248
5187,YHR110W,-0.021530883297087664,0.8616480408778733,5893.672599604653,1.1360201618359007
5188,YOR186W,-0.02150721614432704,0.861798623927125,5894.702587661535,1.1359997278206853
5189,YHR210C,-0.021504503156415992,0.8618158857168979,5894.820658303582,1.1358035950488596
5190,YHR158C,-0.021452908859798094,0.8621441743804047,5897.066152761968,1.1360173671281002
5191,YGR263C,0.021390314367878315,0.8625424872717671,5899.790612938887,1.136323307576827
5192,YDL246C,-0.02136363179366049,0.862712289168189,5900.952057910413,1.136328145178204
5193,YDR037W,-0.021357539780576505,0.862751058237512,5901.217238344582,1.1361604232469353
5194,YDR129C,0.021262192884201236,0.8633578800595164,5905.367899607092,1.1367406928983816
5195,YGL117W,-0.021262124737196283,0.863358313799714,5905.370866390043,1.1365224916070138
5196,YGL231C,-0.02125113114846817,0.8634282860165584,5905.84947635326,1.1363958969315489
5197,YDL076C,-0.02123748261392467,0.8635151579427894,5906.44368032868,1.1362915891359522
5198,YJR044C,0.021226710471993326,0.8635837229784957,5906.912665172911,1.1361632362325276
5199,YDR383C,0.021191685474799923,0.8638066651667489,5908.4375897405625,1.1362379980270312
5200,YNL042W,-0.021186143548735256,0.863841941776137,5908.678881748778,1.1360659261197419
5201,YJL218W,0.02112074141385299,0.864258272931462,5911.5265868512,1.1363949609479431
5202,YML011C,0.0211046079353683,0.8643609796757554,5912.229100982167,1.1363115704367033
5203,YJL172W,-0.02109383287917625,0.8644295756121168,5912.698297186878,1.136183377630069
5204,YJR050W,0.021071184139695515,0.8645737647954223,5913.6845512006885,1.1361545727570967
5205,YDL176W,-0.02106291229208546,0.864626427144961,5914.044761671533,1.136005524716007
5206,YOR064C,0.02106117897327185,0.8646374623164785,5914.120242244713,1.135801851785042
5207,YGL232W,-0.02094235433036734,0.8653940206023116,5919.295100919811,1.136577400330225
5208,YDR080W,0.02091417157458599,0.8655734783436169,5920.522591870339,1.1365948534978574
5209,YAR073W,-0.020860438447932093,0.8659156504964761,5922.863049395896,1.1368259211892315
5210,YGL162W,-0.020841115243239044,0.8660387065278495,5923.704752650491,1.1367692866341377
5211,YNL320W,-0.02081294578062346,0.8662181038979059,5924.931830661676,1.1367866137109892
5212,YOR296W,-0.02072767911781627,0.8667611660935081,5928.646376079595,1.1372811003413763
5213,YKL176C,-0.020722720820392008,0.86679274731436,5928.862391630222,1.1371044095953629
5214,YML094W,0.020721387767699398,0.8668012380529106,5928.920468281909,1.1368975011087075
5215,YDL144C,0.02072089742361353,0.866804361251645,5928.941830961251,1.136683633236436
5216,YEL038W,0.020549153226659234,0.8678983937759249,5936.425013427326,1.1379001367504937
5217,YDR295C,-0.020538813635716288,0.8679642662046116,5936.8755808395435,1.1377684133460222
5218,YNL147W,-0.020516423534656866,0.8681069142143774,5937.851293226341,1.1377373621817093
5219,YLR075W,0.020420798472286412,0.8687161915423534,5942.018750149697,1.1383177682279113
5220,YKR002W,-0.02038595080719699,0.8689382432156848,5943.537583595284,1.13839064998952
5221,YOL006C,-0.020353025188593662,0.8691480567593095,5944.972708233677,1.1384474738095895
5222,YDR388W,-0.020292983103151387,0.8695306890690928,5947.589913232595,1.1387305979767557
5223,YIL154C,0.02027104403770798,0.8696705083741156,5948.546277278951,1.138695688606231
5224,YGR156W,-0.020118680089801947,0.8706416448172609,5955.188850550065,1.1397490623062325
5225,YKL116C,0.020109349700431982,0.8707011210067876,5955.595667686427,1.1396088150949917
5226,YOR357C,0.020105861463499523,0.8707233568154891,5955.7477606179455,1.1394198891559106
5227,YML028W,-0.020084035636215917,0.870862488082889,5956.699418486961,1.1393839744619283
5228,YDR227W,-0.02005638970641009,0.8710387258739587,5957.904884977877,1.1393966121587067
5229,YEL036C,0.020034850096789476,0.8711760413175599,5958.8441226121095,1.1393583408436156
5230,YDR201W,-0.020024429997800776,0.8712424710196321,5959.298501774284,1.139227394718846
5231,YDR412W,-0.019943638814639012,0.8717575570742677,5962.821690387991,1.139683044798928
5232,YGR005C,-0.01989506795772723,0.872067247284886,5964.939971428621,1.1398700499576955
5233,YOR213C,0.01988692411083538,0.8721191747365006,5965.295155197664,1.1397201290022285
5234,YHR151C,-0.01988071201906178,0.8721587851377873,5965.566090342465,1.1395541719851892
5235,YJR057W,0.01987950348389334,0.8721664912037944,5965.618799833954,1.1393466004266528
5236,YKL182W,0.019870562569912945,0.8722235021372055,5966.008754618485,1.13920350479635
5237,YBR302C,-0.019865570143987876,0.8722553361740242,5966.226499430325,1.1390275867564577
5238,YGR180C,0.019714834778258437,0.8732165901501805,5972.8014766272345,1.1400651797341543
5239,YNR066C,-0.019693794505478406,0.8733507805791725,5973.71933916154,1.140022774649149
5240,YOL069W,-0.019678886327467594,0.8734458639541465,5974.369709446362,1.1399293473471404
5241,YKR100C,-0.019618358187572942,0.8738319267660369,5977.010379079693,1.1402156388934934
5242,YPR067W,0.01950720897931506,0.8745409391161509,5981.860023554473,1.1409231401019402
5243,YMR100W,0.019469333322991902,0.874782567561849,5983.512762123048,1.141020740298064
5244,YDR280W,-0.019450847998938377,0.8749004991702982,5984.31941432484,1.1409569903383872
5245,YDL245C,-0.01944514115782548,0.8749369078959627,5984.568450008384,1.1407869710271414
5246,YGL226C-A,0.01942970539304768,0.8750353868809224,5985.242046265509,1.1406979314399674
5247,YDR416W,-0.019378953168112643,0.8753591954713592,5987.456897024097,1.140902609951238
5248,YBL006C,0.019359352701645433,0.8754842555368161,5988.312307871822,1.1408482202080057
5249,YJR062C,-0.019190096183525338,0.8765643166919683,5995.699926173063,1.1420380811758215
5250,YMR226C,-0.019161500164074394,0.8767468160922601,5996.94822207106,1.1420583169055532
5251,YGR249W,-0.019112367689560945,0.877060393809643,5999.093093657958,1.1422492562181945
5252,YDR132C,0.01910300844989656,0.8771201293336722,5999.501684642318,1.1421095915938164
5253,YOR278W,0.019073315067512465,0.87730965243231,6000.798022637,1.142138946067187
5254,YFR003C,0.01907094628287492,0.8773247719020758,6000.901439810198,1.141941282551893
5255,YGL220W,0.01899893322241964,0.8777844374438653,6004.045552116038,1.1423222131118795
5256,YIL034C,-0.018989385049056427,0.8778453872800197,6004.462448995335,1.1421842208475053
5257,YNL314W,0.018986655347966324,0.8778628121915494,6004.581635390197,1.1419896605915172
5258,YER183C,-0.018915176253465654,0.8783191160019789,6007.7027534535355,1.1423659922900808
5259,YPR174C,-0.01890142592657409,0.8784068990206779,6008.303189301437,1.1422629637455204
5260,YHR060W,0.018894915089288325,0.8784484651567624,6008.587501672255,1.1420998862710996
5261,YDR042C,0.018866472573962,0.8786300501658293,6009.829543134272,1.1421188793489685
5262,YFR029W,-0.018826982940490886,0.8788821734226591,6011.554066210988,1.1422295394662716
5263,YDL126C,0.018790576088505283,0.8791146251619041,6013.144036107424,1.1423145965249666
5264,YNL027W,-0.018783216181374327,0.8791616181916159,6013.465468430652,1.142158683462612
5265,YLR146W-A,-0.018755768455451193,0.8793368756727569,6014.664229601657,1.1421694321309641
5266,YPR131C,0.018737758961445066,0.8794518718922779,6015.450803743181,1.1421019183108374
5267,YNL081C,0.01873561183114277,0.8794655821527182,6015.544581924592,1.1419029198793835
5268,YKL006W,0.01869952093029621,0.8796960418465124,6017.1209262301445,1.1419853722205626
5269,YBR278W,0.018692568817427455,0.8797404359477319,6017.424581882486,1.1418262963723882
5270,YIL005W,0.01866118987063372,0.8799408170554611,6018.795188659354,1.1418696999922886
5271,YDR399W,0.018655274187015534,0.8799785945393728,6019.05358664931,1.1417021218985792
5272,YIL152W,-0.018645407278249412,0.8800416050930372,6019.484578836375,1.1415673390548786
5273,YDR434W,-0.018550380412501927,0.8806484891617754,6023.635665866544,1.1421379722917224
5274,YDL129W,0.018467041938465947,0.8811807823203512,6027.276551071202,1.1426116684495171
5275,YDR319C,-0.018455792625787688,0.8812526370969636,6027.768037743231,1.142488255826996
5276,YPL170W,0.018440716579725562,0.8813489365598915,6028.426726069658,1.1423965749610874
5277,YGR072W,-0.018380893281412028,0.8817310795957246,6031.040584434756,1.142675366509048
5278,YBR030W,-0.018245088771390264,0.8825986799273716,6036.9749707032215,1.1435830594247436
5279,YLR389C,-0.018232350988758615,0.8826800635674821,6037.531634801578,1.1434719005306018
5280,YOL159C,-0.01823109325695066,0.8826880994738798,6037.586600401338,1.1432657830716413
5281,YNL106C,0.018204423952583343,0.8828584979036492,6038.752125660961,1.143269997285301
5282,YBL029W,-0.018178260497124423,0.8830256694551397,6039.895579073156,1.1432700320032474
5283,YGR278W,0.01817518593128231,0.88304531474592,6040.029952862093,1.1430790978164445
5284,YOR076C,-0.0181519401857632,0.8831938483744576,6041.04592288129,1.1430550469027985
5285,YPL277C,-0.018095311684131934,0.8835557049974225,6043.52102218237,1.1433070416538724
5286,YDR120C,-0.018058808340162404,0.8837889742742677,6045.116584035991,1.1433925825678062
5287,YOR378W,0.01803862121840307,0.8839179813500886,6045.9989924346055,1.143343228523942
5288,YLR068W,-0.01801515998469464,0.8840679156236161,6047.024542865534,1.1433209572443817
5289,YPR036W,-0.018012250654541668,0.8840865086329914,6047.151719049662,1.1431288693855692
5290,YLR210W,-0.01798092542173987,0.8842867065507272,6048.521072806974,1.143171625932144
5291,YGR252W,0.017969419395995872,0.8843602427705288,6049.024060550417,1.1430506539210916
5292,YLR028C,-0.01796519671358904,0.8843872306217703,6049.2086574529085,1.14286957442904
5293,YBR260C,0.017904154108881454,0.8847773784814328,6051.877268813,1.1431577765041556
5294,YDR545W,-0.017886297399004356,0.8848915130675811,6052.657949382255,1.1430893199966488
5295,YLR362W,0.017750285165042692,0.8857609377706436,6058.604814351202,1.1439963773321755
5296,YDR480W        DIG2,0.01774334696758488,0.8858052920999889,6058.908197963924,1.1438376813222435
5297,YGR129W,-0.017716842550591635,0.8859747320690324,6060.067167352182,1.1438405374390679
5298,YOR049C,0.017529950087902497,0.8871696602271611,6068.240475953782,1.1451671024634427
5299,YML107C,0.01751301053508431,0.887277978514031,6068.981373035972,1.1450908251011267
5300,YMR023C,-0.017490862398886566,0.8874196056726502,6069.950102800927,1.1450575557066454
5301,YMR086W,0.017469646761082275,0.8875552732261279,6070.878068866715,1.1450166104991917
5302,YHR035W,0.017398622328606856,0.88800947628329,6073.984817777703,1.1453865392754485
5303,YNL213C,0.017387907558831787,0.8880780006322051,6074.453524324283,1.1452589600913052
5304,YER169W,-0.017380246483073864,0.8881269961410871,6074.788653605036,1.1451062495014206
5305,YMR127C,-0.017361055444151816,0.8882497320063577,6075.628166923487,1.1450486556584032
5306,YKL088W,0.01733651990841284,0.8884066522955236,6076.701501701382,1.1450351425855252
5307,YLR215C,0.017310228053995846,0.88857481009776,6077.851701068678,1.1450361154989974
5308,YMR091C,-0.01727990466309499,0.8887687589398371,6079.178311148486,1.1450703166601028
5309,YOR077W,0.017269060190813052,0.888838121919732,6079.652753930967,1.144944021455926
5310,YDL091C,0.01726264760827183,0.8888791382150104,6079.933305390671,1.1447812663134385
5311,YMR004W,0.01726108463007808,0.8888891354130696,6080.001686225396,1.1445786306900219
5312,YDR505C,-0.01717949683594895,0.8894110152164443,6083.571344080478,1.145035073231786
5313,YOR363C,-0.017063684630875358,0.8901518932892977,6088.638950098796,1.1457732311062845
5314,YLR207W,-0.017012709959217418,0.890478020068473,6090.869657268355,1.1459773579056172
5315,YMR190C,-0.016967263274498046,0.8907687950507961,6092.858558147445,1.146135921397187
5316,YMR124W,-0.016925785143713273,0.891034191135569,6094.673867367293,1.1462617768228875
5317,YGR195W,-0.016844791098250017,0.891552462508486,6098.218843558044,1.1467128325607454
5318,YOL154W,0.0168134458689634,0.8917530491062308,6099.590855886619,1.1467551900520057
5319,YPR101W,-0.016813426771105332,0.8917531713206623,6099.5916918333305,1.1465397916979945
5320,YGR120C,-0.016702050469507908,0.8924659530649527,6104.467118964277,1.147240578643916
5321,YGR254W,-0.01666292069833968,0.8927163944393441,6106.180137965114,1.1473468880054705
5322,YJR161C,0.016597614973848856,0.8931343924362055,6109.039244263646,1.147668465952216
5323,YIL052C,-0.016594237430215632,0.8931560116444109,6109.1871196477705,1.147480676117162
5324,YDR335W,-0.01658432212071788,0.8932194786716168,6109.621234113859,1.1473467106317106
5325,YKL218C,0.01655032984742948,0.8934370653030976,6111.109526673188,1.1474107259994721
5326,YGL257C,-0.01653780511170629,0.893517238883162,6111.657913960828,1.1472982755698946
5327,YGR074W,0.016492104881517526,0.8938097850892457,6113.658930010441,1.1474585078848425
5328,YNR019W,-0.016394652484492584,0.8944336655634819,6117.926272454216,1.1480439618041314
5329,YMR106C,0.016315938682320556,0.8949376300377425,6121.373389458159,1.148475307590649
5330,YPR199C,0.01631300225745768,0.894956431276836,6121.501989933558,1.1482839973613879
5331,YDL133W,-0.016299974038452358,0.895039848600057,6122.07256442439,1.1481756497420086
5332,YJL179W,0.01629814839258974,0.8950515379699758,6122.152519714635,1.147975345905613
5333,YER078C,-0.0162942535240682,0.8950764763744148,6122.323098400997,1.1477921069368198
5334,YNR049C,-0.016237753684948474,0.8954382498632526,6124.7976290646475,1.148040792701902
5335,YPL153C,0.01621931257110053,0.8955563345563329,6125.605328365317,1.1479770105632154
5336,YER007W,-0.01612925296708364,0.8961330491169115,6129.550055959675,1.1485010410267331
5337,YHR114W,-0.016115924555945644,0.8962184048077523,6130.133888885026,1.1483952583149168
5338,YGL094C,-0.016074309201752224,0.8964849187896441,6131.956844521165,1.1485216041433162
5339,YGR141W,-0.016058171277577984,0.8965882727172283,6132.663785385842,1.148438911120944
5340,YJL006C,0.015953894862839397,0.8972561431781162,6137.232019338315,1.149079202272667
5341,YJL089W,-0.01590327416032532,0.8975803847554593,6139.449831727342,1.1492792646438303
5342,YKL180W,-0.01586156114372834,0.897847582353481,6141.277463297811,1.1494062255844677
5343,YLR298C,0.015844606135169276,0.8979561928770882,6142.020359279283,1.1493301570507641
5344,YOR197W,-0.015839367412288596,0.8979897515060116,6142.249900301119,1.1491580730217248
5345,YBR066C,0.015726694076626826,0.8987115663993274,6147.187114171399,1.149866650611934
5346,YLR448W,0.015684409457293824,0.8989824739056352,6149.040121514545,1.1499981525181493
5347,YMR019W,-0.015587103843877168,0.8996059314822555,6153.304571338628,1.1505805107215086
5348,YDR059C,0.015559740963326846,0.8997812621470999,6154.5038330861635,1.1505896117192305
5349,YER138C,0.015527329924017006,0.8999889456258517,6155.924388080826,1.1506400725384722
5350,YLR225C,-0.015523773906666375,0.900011732283713,6156.080248820597,1.1504541672249293
5351,YOL072W,0.015453845696760409,0.9004598426656655,6159.145323833151,1.1508119065458056
5352,YPR069C,0.015435666509437503,0.9005763426878475,6159.9421839848765,1.1507457844171263
5353,YDL182W,0.01535915719163546,0.9010666700896682,6163.296023413331,1.1511572699688701
5354,YBR076W,-0.01535818424432988,0.9010729056821488,6163.338674865898,1.1509502660814002
5355,YPL129W,-0.015340719467186225,0.9011848379718128,6164.1042917272,1.1508783218310679
5356,YNL050C,-0.015323889977850409,0.9012927004988422,6164.842071412081,1.1508012080291359
5357,YBR058C-A,-0.015239952205252788,0.901830695854511,6168.521959644855,1.1512732287504395
5358,YBR096W,-0.01521494894860903,0.9019909616239741,6169.618177507983,1.151262955310316
5359,YHR196W,-0.015137302374075965,0.9024886851632822,6173.02260651685,1.1516833221113525
5360,YDR159W,-0.015112721092605447,0.9026462618393005,6174.100430980816,1.1516695450439873
5361,YGL017W,-0.015073894735587913,0.9028951632597706,6175.802916696831,1.151772270924437
5362,YCR021C,-0.015013552599764349,0.9032820128837387,6178.448968124772,1.1520508984010391
5363,YDL101C,0.014795352882057258,0.9046810640989763,6188.018478436998,1.1536201488510436
5364,YOR249C,0.01479416344278458,0.9046886913325013,6188.070648714309,1.1534148459858917
5365,YGR206W,0.014791310443883862,0.9047069861130426,6188.195785013211,1.1532232174828945
5366,YLR237W,-0.014790534810875094,0.904711959847887,6188.229805359547,1.1530146833164798
5367,YMR001C,-0.014789114792988068,0.9047210657003738,6188.292089390557,1.1528114920623243
5368,YIL064W,0.014785536728852255,0.9047440100602814,6188.449028812324,1.1526260064839493
5369,YKR078W,-0.014722439078427265,0.9051486369100348,6191.216676464638,1.1529267553937874
5370,YJR013W,-0.014720091982275764,0.905163688618684,6191.319630151798,1.1527312660867246
5371,YKL152C,0.014707656173318042,0.9052434388566211,6191.865121779288,1.1526182281793165
5372,Q0115,0.014605804033418471,0.90589664674651,6196.333063746129,1.153235262189862
5373,YEL003W,-0.014592134557328964,0.9059843178826265,6196.932734317165,1.153132254245844
5374,YDR068W,0.014586507841572859,0.9060204059526076,6197.1795767158355,1.1529636421796903
5375,YNR035C,0.014505262004799199,0.9065415135192377,6200.743952471586,1.1534121935401016
5376,YOR269W,0.014462629879724253,0.9068149700149362,6202.614394902163,1.1535455448953251
5377,YFR021W,-0.014437764228936356,0.9069744714768284,6203.7053849015065,1.153533913146431
5378,YPL029W,0.014413235258975067,0.907131816880935,6204.781627465595,1.1535195440538382
5379,YBR119W,0.014411824377238192,0.9071408673390264,6204.843532598941,1.153316641747015
5380,YEL041W,0.014397636019638142,0.907231882805734,6205.46607839122,1.1532180037894852
5381,YDR541C,0.014380765935488326,0.9073401025588522,6206.20630150255,1.1531412674661
5382,YAL053W,-0.0143305467853157,0.9076622628801596,6208.409878100291,1.1533364068549676
5383,YMR075C-A,0.01431644046678401,0.9077527588421678,6209.028870480428,1.1532371601932445
5384,YOR071C,-0.014314564827725359,0.9077647916772764,6209.11117507257,1.1530382869215543
5385,YDL121C,-0.014284008522831383,0.9079608232300008,6210.452030893206,1.153073158353733
5386,YIL075C,0.014265597761529566,0.9080789386552166,6211.259940401682,1.1530090849084242
5387,YHR057C,0.014252519144527243,0.9081628465717027,6211.833870550447,1.1529016092335647
5388,YGL021W,0.014216928178258974,0.9083911910589632,6213.395746843308,1.1529774998781421
5389,YPL010W,-0.014211742737427582,0.908424460423039,6213.623309293587,1.1528058087743205
5390,YML105C,-0.014183244282252289,0.9086073069793645,6214.873979738853,1.152823962110713
5391,YMR192W,0.014099050685588671,0.9091475220771824,6218.569051007928,1.1532954471453871
5392,YBR104W,-0.014098984567758259,0.909147946328068,6218.5719528839845,1.1530821347828637
5393,YNL260C,0.014076308820124546,0.9092934487661263,6219.567189560304,1.1530528716277908
5394,YLR418C,-0.014033425695601717,0.9095686230836046,6221.449381891855,1.1531880225934856
5395,YDR308C,-0.013999311767025898,0.9097875344114575,6222.946735374369,1.1532518041835378
5396,YPL095C,-0.013997787735875027,0.9097973143761288,6223.013630332721,1.1530505151626314
5397,YIL170W,0.013994658511938509,0.9098173951750991,6223.150982997678,1.152862353278562
5398,YBR200W,0.01398916417899141,0.9098526534448625,6223.39214956286,1.1526934894541323
5399,YML092C,-0.01394597904389675,0.9101297874143462,6225.287745914128,1.1528310640581718
5400,YHL048W,-0.013912994437365137,0.9103414682575555,6226.735642881679,1.1528856957751674
5401,YDR443C,-0.013879516304659957,0.9105563226955157,6228.205247237327,1.152944325664074
5402,YPR081C,0.013872236888973285,0.9106030410449583,6228.524800747515,1.1527900797237673
5403,YIL138C,0.013843876961380223,0.9107850542749952,6229.769771240967,1.1528071375353381
5404,YDL085C-A,0.013791114281131603,0.9111236958608713,6232.08607968836,1.1530224014224533
5405,YPR178W,0.013684837061931883,0.9118058524382987,6236.752030677963,1.153672221731033
5406,YIR017C,-0.013647277924381855,0.9120469467179191,6238.401115550567,1.1537638460422723
5407,YGR188C,-0.01361217240204002,0.9122722982522322,6239.942520045269,1.1538355251562997
5408,YDL151C,-0.01357945583996629,0.9124823206314733,6241.379073119278,1.1538877931446252
5409,YOR267C,-0.013575456795637307,0.9125079927120395,6241.55467015035,1.1537069630592145
5410,YLR016C,0.013525623319629318,0.9128279088706858,6243.742896675491,1.153898151298372
5411,YBL091C-A,0.013406597844292175,0.9135920729374947,6248.969778892463,1.1546507351981639
5412,YML003W,0.013386504160951402,0.9137210855679128,6249.852225284523,1.1546004480481291
5413,YIL071C,0.013302286702610012,0.9142618326502943,6253.550935328013,1.1550703611614357
5414,YOR316C,-0.01328920019824398,0.9143458625282115,6254.125699692967,1.1549631947724777
5415,YEL030W,0.013205995430601181,0.9148801512977636,6257.780234876703,1.1554247110185936
5416,YOL063C,0.01318606455238716,0.9150081404701408,6258.655680815763,1.1553730258105526
5417,YDR392W,0.013111240002266995,0.9154886569124439,6261.942413281116,1.155766410720029
5418,YLR376C,-0.013089772685559928,0.9156265236422678,6262.885421713112,1.1557271492365957
5419,YMR185W,0.013031040523782319,0.9160037241558403,6265.465473225948,1.1559899397095845
5420,YBR298C,-0.013029704591664464,0.9160123042405713,6265.524161005508,1.1557875227827907
5421,YDR164C,0.013024836610440946,0.916043569152031,6265.738012999892,1.1556137980449819
5422,YDR372C,0.013011715448551944,0.9161278412601851,6266.314434219666,1.1555069950617123
5423,YLL058W,-0.013001606286119106,0.9161927690980836,6266.758540630892,1.1553758371369638
5424,YNL035C,-0.012995390519800852,0.916232691199673,6267.031607805763,1.1552131995955324
5425,YLL046C,0.012951783197780342,0.9165127744417325,6268.94737718145,1.1553533684447936
5426,YER167W,-0.012928336059535202,0.9166633760570123,6269.977492229964,1.1553302915478099
5427,YAL037W,0.012922745043785084,0.91669928773697,6270.223128120874,1.1551626986221213
5428,YDR524C,-0.012887099382113633,0.9169282474585969,6271.789212616803,1.15523838876714
5429,YJR055W,0.012873594080300583,0.9170149966651396,6272.382577189555,1.1551349129262534
5430,YAL030W,0.012804956462042601,0.9174558946355482,6275.39831930715,1.1554775030946696
5431,YDL030W,0.012778328782717023,0.9176269458599224,6276.568309681869,1.1554801748309773
5432,YLR197W,-0.012704045341256314,0.9181041484430484,6279.832375350451,1.1558682818609334
5433,YJR118C,-0.012624808817752296,0.918613201779281,6283.314300170282,1.1562963379039901
5434,YMR207C,0.012617516555242495,0.9186600524035311,6283.634758440153,1.156142549850994
5435,YPL181W,0.012615526694912465,0.9186728367140634,6283.722203124194,1.1559459534812717
5436,YDL220C,-0.012583996503909903,0.9188754123408142,6285.107820411169,1.1559881957717801
5437,YJL203W,0.012564326045565495,0.9190017939927351,6285.972270910308,1.1559345845734292
5438,YLR007W,-0.012540072373371522,0.9191576253026642,6287.038157070223,1.1559180285107966
5439,YKR029C,-0.012492478922141337,0.9194634249160921,6289.12982642607,1.1560900416224393
5440,YDR329C,0.012434166064138837,0.9198381152116814,6291.692708047901,1.156348595487576
5441,YNL084C,-0.012406742471277618,0.9200143320076236,6292.898030932146,1.156357594805613
5442,YPR204W,0.012349417483626232,0.9203826996890762,6295.417665873281,1.1566080591352712
5443,YKL220C,0.01234925816888858,0.920383723461392,6295.424668475921,1.1563968898743426
5444,YGL036W,0.01233167617824889,0.9204967078712813,6296.197481839565,1.1563264429457418
5445,YCR019W,-0.012318778050378511,0.9205795941000721,6296.764423644493,1.156218219545445
5446,YPR091C,-0.012237540060883905,0.9211016667686349,6300.335400697463,1.1566615385895838
5447,YBL021C,-0.012176370984867842,0.921494789310564,6303.024358884258,1.1569427971520296
5448,YLL052C,0.012166863898266551,0.9215558913147338,6303.44229659278,1.156807175003263
5449,YPR097W,-0.012164215203657562,0.9215729145440451,6303.558735481269,1.1566162817396823
5450,YDL001W,-0.01215196651954684,0.92165163761259,6304.097201270115,1.1565028804384727
5451,YOL140W,0.012108791264921554,0.9219291336850233,6305.995274405559,1.1566388984603007
5452,YBR097W,0.012078068015980523,0.9221266038617449,6307.345970414335,1.1566744856802376
5453,YDR414C,0.01206285149154525,0.922224408073679,6308.014951223964,1.1565850662310164
5454,YPL266W         DIM1,0.012021544242543631,0.9224899162095169,6309.831026873096,1.1567059627631706
5455,YJR084W,0.012017974571877945,0.9225128611649097,6309.987970367983,1.156522721841639
5456,YIR035C,0.012014515384180474,0.9225350960233907,6310.140056799993,1.1563386580172241
5457,YDR523C,0.012002379954680497,0.9226131002250691,6310.673605539473,1.1562245521325527
5458,YLR034C,-0.011987224515517354,0.9227105174879595,6311.339939617643,1.1561348121666317
5459,YNR032C-A,0.011938461196875381,0.9230239696659218,6313.4839525149055,1.1563157422188473
5460,YPL007C,-0.01189330403687859,0.9233142517581338,6315.4694820256345,1.1564675850623758
5461,YFL055W,0.011863307235138123,0.9235070846017513,6316.788458675979,1.156497337729033
5462,YML130C,-0.011855738148349585,0.9235557427677485,6317.1212805314,1.1563465642561597
5463,YCR061W,-0.011829319910177898,0.9237255756186878,6318.282937231825,1.1563475360966005
5464,YER154W,-0.011801649141503126,0.9239034641565906,6319.49969483108,1.1563585900880293
5465,YBR194W,-0.01172647840665025,0.9243867369924439,6322.805281028316,1.1567517894307202
5466,YHR064C,-0.011724177610154932,0.9244015292496746,6322.906460067774,1.1565587086277251
5467,YLR454W,-0.011698165536267293,0.9245687675833595,6324.050370270179,1.156556395440779
5468,YLR313C,0.011654437933170971,0.9248499109615125,6325.973390976746,1.1566965425080902
5469,YNL259C,0.011653137360511602,0.9248582730375232,6326.030587576659,1.156495537034124
5470,YKL105C,-0.011594447613507638,0.9252356291833448,6328.611703614079,1.1567559319345784
5471,YBR041W,0.011517693688560536,0.9257291569586193,6331.987433596956,1.1571614461982742
5472,YDL077C,0.011496015813665947,0.9258685507705176,6332.94088727034,1.1571242257026018
5473,YHR040W,0.011471097695587322,0.9260287828515203,6334.036874704399,1.1571130571253927
5474,YOR057W,0.011463195052637353,0.9260796001799632,6334.384465230948,1.1569651991289402
5475,YBR272C,-0.011458331598691281,0.9261108743872994,6334.598380809128,1.1567929840776348
5476,YLR245C,0.011374921145057042,0.926647258632554,6338.267249046669,1.1572516430612871
5477,YMR182C,-0.011364020291801964,0.9267173607224795,6338.746747341759,1.1571279202887477
5478,YDR284C,-0.011351234376625389,0.9267995861296086,6339.309169126523,1.1570193774642312
5479,YOR321W,-0.011335996242303078,0.9268975825997119,6339.97946498203,1.1569305593032901
5480,YDL209C,-0.011331940529215496,0.9269236650807459,6340.157869152302,1.1567520286721953
5481,YBR087W,0.011221239601346111,0.9276356174751094,6345.027623529748,1.1574293366526356
5482,YLR144C,0.011184134598423602,0.9278742640837074,6346.659966332559,1.1575159522765928
5483,YPL242C,-0.011149256381213855,0.9280985945532872,6348.194386744485,1.1575846802962226
5484,YPR180W,-0.011119091318771637,0.9282926153559595,6349.521489034763,1.1576155859680517
5485,YCR018C,0.01108763290393947,0.928494959400491,6350.905522299358,1.1576568578744728
5486,YDL243C,0.011053554870066314,0.9287141582249682,6352.404842258782,1.1577191256166908
5487,YPR129W,0.011042729206509984,0.9287837928305293,6352.88114296082,1.1575949604520446
5488,YOR122C,0.010975255865748075,0.9292178178895916,6355.849874364806,1.1579249179021327
5489,YDR407C,-0.010841985409966738,0.9300751459448632,6361.713998262864,1.158782149046059
5490,YEL053C,-0.01084091162594496,0.9300820539144564,6361.761248774882,1.1585797211391153
5491,YOR094W,-0.01082877782687143,0.9301601145833308,6362.295183749983,1.1584659839311695
5492,YGR104C,-0.010799712361635107,0.9303471048262586,6363.574197011609,1.158487929548809
