,Gene name,mito,ORF,value,R value,P value,BH
33,SSA2,mito,YLL024C,0.0013228723676841244,-0.34101669369297,0.01649130018295463,0.19118727669730454
34,MIR1,core,YJR077C,0.0013223046167117909,0.7747097080529893,4.066128992498797e-11,4.795227984257203e-09
35,YNK1,mito,YKL067W,0.0013134309490268827,0.6201878547953411,1.5588021150977541e-06,9.692914970244215e-05
36,ATP5,core,YDR298C,0.001203141096670575,0.678724700553171,6.057224244626059e-08,4.708115208322982e-06
37,OM45,core,YIL136W,0.0012022853079817492,0.7218447611935241,3.309052001280202e-09,3.1435994012161917e-07
38,IPP1,core,YBR011C,0.001173950746706417,0.12842858404819796,0.37408540573860827,0.7991081121961525
39,IDP2,core,YLR174W,0.0011360524324783535,0.7658407560824814,3.571908582709043e-10,3.7587468778045927e-08
40,MMF1,mito,YIL051C,0.001072746112197086,0.08497512042451463,0.5573850014336694,0.9531283524515748
41,MCR1,mito,YKL150W,0.0010724522380174445,0.44453743344758395,0.0015483890032491306,0.03823458766145867
42,LSC2,core,YGR244C,0.001023682461992553,0.5780866664734026,1.1006844378603063e-05,0.0005881782464816012
43,LEU4,mito,YNL104C,0.0010232990855048938,0.6265953726270322,1.46245498498982e-06,9.177240456266393e-05
44,COX11,core,YPL132W,0.0010129956893961455,0.5232122044908138,9.677715752445359e-05,0.0042984140095276785
45,GUS1,mito,YGL245W,0.0010018379899150917,-0.06709386859171351,0.646916881199536,1.018391592037935
46,ADK1,mito,YDR226W,0.0009668164231409415,-0.1126626405628568,0.4359911389623955,0.858922635513475
47,QCR7,core,YDR529C,0.000965975599495762,0.521351616848166,0.00010351229157208323,0.004370518977487958
48,HMF1,mito,YER057C,0.0009510323341527486,0.2642418837241839,0.0695434924306668,0.40517673613778615
49,PDA1,core,YER178W,0.0009194838728079629,0.43823305696503295,0.001457198479305304,0.03677947453301948
50,HSP10,mito,YOR020C,0.0009143787003540771,0.3339418524786608,0.020359253701182273,0.21228246237208348
51,ATP3,core,YBR039W,0.0009108253910595597,0.5768558907095356,1.1607083908108772e-05,0.0006154453793136745
52,COX3,core,Q0275,0.0009031383381086312,0.5232122044908138,9.677715752445359e-05,0.004216278709982564
53,IDH2,core,YOR136W,0.0008910038927434601,0.7046692388283847,1.1205429979774947e-08,9.701916590083625e-07
54,VAS1,mito,YGR094W,0.0008790552387103147,-0.0842552519911734,0.5648948492422265,0.9575912686039231
55,SDH1,core,YKL148C,0.0008715446679227753,0.6280718252477789,1.763125079694473e-06,0.0001076765673670553
56,IDH1,core,YNL037C,0.000862763255854015,0.7843526458325585,1.6020013419715673e-11,1.922401610365881e-09
57,CAT2,mito,YML042W,0.0008521351033467772,0.5487219170668926,7.867483454641998e-05,0.003636053164172383
58,MSC1,mito,YML128C,0.0008412113238188197,0.516724360175929,0.00020040744961876653,0.007744559070013351
59,ATP16,core,YDL004W,0.0008274590285908635,0.9100672123232185,5.462621484699162e-20,8.303184656742725e-18
60,GRS1,mito,YBR121C,0.0008175189057755342,-0.10193350485018254,0.49057198058203144,0.9020194481669611
61,ILV3,mito,YJR016C,0.0008165206355587595,0.051939356989855696,0.7201791046751655,1.0641661430067255
62,ALA1,mito,YOR335C,0.0008159272640619668,-0.2473804087636239,0.09004042778423006,0.4541862286461162
63,LSC1,core,YOR142W,0.0008050317490578923,0.5280738911794165,8.102449651958627e-05,0.003694717041293134
64,ATP4,core,YPL078C,0.0008023351997173262,0.6806827359306563,5.3647829698689235e-08,4.217829369414188e-06
65,SDH2,core,YLL041C,0.0007920922128964069,0.9137609081488102,2.0831885808814006e-20,3.238411339370177e-18
66,VMA2,mito,YBR127C,0.000788563038734973,0.048586994901039036,0.7375720865574236,1.07706940052365
67,COX6,core,YHR051W,0.0007761112016322778,0.4855501648233657,0.00035125664085821143,0.011953211062040628
68,ATP7,core,YKL016C,0.0007559117756222831,0.6188259114582945,1.668022815353302e-06,0.0001027862707839332
69,LYS21,mito,YDL131W,0.0007473350800769077,0.2775598439680763,0.050993193552649106,0.34949242875763514
70,PYC2,core,YBR218C,0.0007466225267452824,-0.04839938773526195,0.7385493938340006,1.07711681318221
71,AAT2,core,YLR027C,0.0007273426774154879,0.33536876161138474,0.019796250381799437,0.20928338888950254
72,KGD2,core,YDR148C,0.0007222388251799661,0.6988754061541025,1.6586807136082794e-08,1.400663713713658e-06
73,QCR10,core,YHR001W-A,0.0007096482358706317,0.4108846502364035,0.0037200973510767314,0.07147602775664282
74,IDP1,core,YDL066W,0.0007022263308653039,0.28143291823304856,0.050116415881581514,0.34660898344794494
75,ATP14,core,YLR295C,0.0006863841582494861,0.9100672123232183,5.462621484699503e-20,8.122680642466218e-18
76,CYB2,mito,YML054C,0.0006842396450030784,0.7272992860968754,1.0355414504209746e-08,9.080901949845469e-07
77,ILV2,mito,YMR108W,0.0006801232033289096,0.23131602864029144,0.10603239672684157,0.484800530489035
78,LAT1,core,YNL071W,0.0006797681054638405,0.27696446821564114,0.05151329758288491,0.34990164395921824
79,QCR6,core,YFR033C,0.0006638712283677611,0.7062438765097195,1.00561523446295e-08,8.932997667177375e-07
80,COX9,core,YDL067C,0.0006548125013531471,0.3143435745740634,0.03140696511953825,0.27506228094448354
81,GPD1,core,YDL022W,0.0006488026824625985,0.18336928619342918,0.20242909439705964,0.63777752449373
82,SHM1,mito,YBR263W,0.0006487426850750862,0.32993234138989974,0.01928858348090572,0.2064693443026528
83,SOD2,mito,YHR008C,0.0006414433771473714,0.578416577991633,1.0850895756099315e-05,0.000584410448596215
84,CTA1,mito,YDR256C,0.0006341295370157244,0.5305604374326595,0.00021165436270391308,0.008042865782748697
85,LYS12,mito,YIL094C,0.000630506428788605,0.0889522128162199,0.5390184859344653,0.9395735075921873
86,COX2,core,Q0250,0.0006280163639734278,0.4508046131616096,0.0014727373853717553,0.036764685094681775
87,PRX1,mito,YBL064C,0.0006271031682883217,0.8262670132533505,1.4883462142003966e-13,1.817908590201913e-11
88,APE2,mito,YKL157W,0.0006255894882134101,0.12169853015711159,0.3998390012733226,0.8260038564510803
89,POT1,mito,YIL160C,0.0006114140745428381,0.4961841150355861,0.0005275204333712303,0.01670481372342229
90,TRR1,mito,YDR353W,0.0006063294774277878,-0.1051646159273832,0.46732590305532506,0.885214394045534
91,HSP78,mito,YDR258C,0.0006031884511729389,0.4527842911240864,0.000961261820232814,0.026836860613846727
92,NDE2,core,YDL085W,0.000602035179790742,0.5971045067011432,4.711045853773277e-06,0.0002663103606595803
93,SFC1,mito,YJR095W,0.0005983091247131654,0.7276316124629968,1.4915259315143553e-08,1.2752546714447737e-06
94,NDE1,core,YMR145C,0.0005873737960743087,0.300569221352546,0.03393000983019106,0.28901776742030744
95,NDI1,core,YML120C,0.0005824620412897317,0.6442498159733377,4.4586758259141246e-07,3.0497342649252613e-05
96,ETR1,mito,YBR026C,0.0005723752645938286,0.5383923836293112,7.906330871865071e-05,0.0036294834337957777
97,FAA2,mito,YER015W,0.0005693151092695831,0.2994761335743305,0.0456575697443819,0.33258549206770205
98,TOM70,mito,YNL121C,0.000569109813818878,0.04377852504156717,0.7627465972651986,1.0928334154365225
99,CPR3,mito,YML078W,0.0005647336693580951,0.2950953583269568,0.03748509107173048,0.30414949339340036
100,LAP3,mito,YNL239W,0.0005424049955756453,0.4683670458284568,0.0007871225389522922,0.0227169542887497
101,ATP20,core,YPR020W,0.0005378947373288128,0.47350639885834134,0.00067584716457811,0.0200991069813664
102,TIM11,core,YDR322C-A,0.0005287013767840728,0.9100672123232183,5.462621484699503e-20,7.784235615696793e-18
103,ABF2,mito,YMR072W,0.0005260426490317325,0.6670111821949121,1.2288670805460782e-07,8.941968969079972e-06
104,GUT1,mito,YHL032C,0.0005228504096954899,0.3779732072010802,0.009601781127936524,0.1379751741913568
105,DLD1,mito,YDL174C,0.000522761463773014,0.5158300999921772,0.000776516203919489,0.02260157802046513
106,RIP1,core,YEL024W,0.000515948837201982,0.34701720481610504,0.013550087709809347,0.1685138180638108
107,TUF1,mito,YOR187W,0.0005132768981512197,0.598380156930414,4.441684899667598e-06,0.0002531760392810531
108,BAT2,mito,YJR148W,0.0005124611445085647,0.3782184416452145,0.006765479741541285,0.11044363110296514
109,COX5B,core,YIL111W,0.0005118604042955309,0.5232122044908138,9.677715752445359e-05,0.004270682306240403
110,BAT1,mito,YHR208W,0.0005098938147489903,-0.01211513257006942,0.9348641985764199,1.1963463270837629
111,RDL1,mito,YOR285W,0.0005078078328565655,0.20100858775344943,0.16159459167392465,0.5802136519945641
112,PUT2,mito,YHR037W,0.0005016065395902979,0.20869575876865792,0.1458224454739387,0.5628812229355196
113,PDB1,core,YBR221C,0.0004830404270334751,0.42223364988410617,0.002255450430643676,0.050251729464504055
114,COX5A,core,YNL052W,0.0004816392397364977,0.5746971104246199,1.5711487087220214e-05,0.0008141406945195929
115,TIM9,mito,YEL020W-A,0.00048064534517596813,0.25692873707500163,0.0847643873974087,0.4415753311487247
116,YCP4,mito,YCR004C,0.00046780503502704595,0.4878110374667993,0.00032644996113248673,0.011450860175108764
117,ALD5,mito,YER073W,0.0004610770405662949,-0.060384795795056685,0.6769960183717751,1.037100283463145
118,ICL2,core,YPR006C,0.0004582700025200061,0.5565773038776843,7.177926251610741e-05,0.0033628092850011963
119,ODC1,core,YPL134C,0.0004539474214566135,0.42164285732143886,0.0035178465513661726,0.0689457604909588
120,AAC1,core,YMR056C,0.00044430341134788897,0.6914963300967876,2.022554393671136e-07,1.426213613681502e-05
121,GLN4,mito,YOR168W,0.0004383646493751218,-0.2607396246790223,0.06742168464752402,0.39927647012040196
122,SAR1,mito,YPL218W,0.00043490546133328464,0.08729039363154667,0.5552228051281788,0.9515720338453377
123,ATP15,core,YPL271W,0.0004342894897524705,0.1976813961090713,0.16879478650041724,0.5872616173259684
124,RIM1,mito,YCR028C-A,0.00043338266150903923,0.47476421077610464,0.0004947481618606302,0.015813445921152854
125,COX4,core,YGL187C,0.000419651529973354,0.6401013812173312,5.575464062452368e-07,3.738840606585706e-05
126,ARG7,mito,YMR062C,0.00041846890990595567,0.08862412740615064,0.5405224201471409,0.9412355788712942
127,STF1,core,YDL130W-A,0.0004160716873236602,0.7695953713968952,6.542820953633018e-11,7.45881588714164e-09
128,CCP1,mito,YKR066C,0.0004141599189338151,0.1610680291783603,0.26380996331087836,0.7166243641963495
129,GRX2,mito,YDR513W,0.00041124532181161276,0.15417119693128398,0.2954479037614126,0.7493005790612022
130,FMP52,mito,YER004W,0.00041114630590026474,0.6371050333991285,6.538842626736188e-07,4.300546496814954e-05
131,INH1,core,YDL181W,0.0004080846909722629,0.769595371396895,6.542820953633082e-11,7.3365402168607025e-09
132,YAT1,mito,YAR035W,0.00040698892396666533,0.5007557496106646,0.0004593903248240304,0.014892084463489897
133,STF2,core,YGR008C,0.00039731278228726956,0.769595371396895,6.542820953633082e-11,7.218208923040368e-09
134,VPS13,mito,YLL040C,0.0003928038692642405,-0.13401655820943578,0.35347678997848353,0.7804329384934885
135,PYC1,core,YGL062W,0.00038954755259506884,0.3287034994837985,0.01977069661489705,0.20933678768714525
136,OM14,core,YBR230C,0.0003859983142968859,0.5185530256495567,0.00018849650572881922,0.007452694214942911
137,MIC60,mito,YKR016W,0.00038528728476093515,0.38362207499993406,0.007111264582190134,0.11311872033065236
138,CYT1,core,YOR065W,0.00037886033499230225,0.3859586235051299,0.006163018656634164,0.1020703331994617
139,HYR1,mito,YIR037W,0.00037771044192178504,0.47575899584218084,0.0005503627960085424,0.017189413354787353
140,OLI1,core,Q0130,0.00037730004179765665,0.9100672123232182,5.46262148469965e-20,7.326339403008942e-18
141,ILV6,mito,YCL009C,0.00037719175104252486,0.5042359793071298,0.00018879584859226542,0.007421629910178709
142,PIM1,mito,YBL022C,0.00037714578956701855,-0.04131687282360463,0.7757309949637181,1.101515467210262
143,GCV1,mito,YDR019C,0.00037260452345906696,0.15135802198529502,0.2940618204427843,0.747170450159229
144,YHM2,core,YMR241W,0.00037191093324669627,0.2815628454224887,0.04760583731678035,0.33569477035750267
145,ATP18,core,YML081C-A,0.0003674386073282115,0.4423295690864159,0.001298536390238526,0.033900721027601215
146,ATP19,core,YOL077W-A,0.0003663804374696167,0.9100672123232182,5.46262148469965e-20,7.625373664356246e-18
147,DNM1,mito,YLL001W,0.0003647454415654887,0.21425924656560613,0.13514046473967714,0.5518571813847114
148,COX13,core,YGL191W,0.0003628417260351713,0.5002731431784854,0.0003425073553303885,0.01177261462542642
149,RAS2,mito,YNL098C,0.0003601174584011036,-0.03422672712184645,0.8134581048821965,1.1249602582681406
150,RIB4,mito,YOL143C,0.00035367332446094014,0.2878624003688394,0.0448888677969324,0.3308619135032517
151,ILV1,mito,YER086W,0.00035335574370418067,0.18032496125784236,0.2101540590299809,0.6492564425316484
152,HFD1,mito,YMR110C,0.0003528168829812309,0.4095550719550322,0.0038443137153103993,0.07283962829009177
153,AIM41,mito,YOR215C,0.0003499990617870448,0.5100934779255325,0.00018104456948366527,0.0071996793910945964
154,HTS1,mito,YPR033C,0.00034984702005173406,-0.259265652452206,0.07203335021003972,0.4112755554563203
155,NCP1,mito,YHR042W,0.0003413187571424334,-0.1963903892631069,0.1716504339183302,0.5926748955080154
156,MIS1,mito,YBR084W,0.00034081744069099925,-0.2437020572228197,0.08810726699799575,0.44940619408373667
157,ALO1,mito,YML086C,0.00033753147020828964,-0.055154554369190326,0.7036283697965491,1.054286538753208
158,GCV2,mito,YMR189W,0.00033367339956470607,-0.1306048451758214,0.3659752319246775,0.7926759298178576
159,TIM44,mito,YIL022W,0.0003310774406661813,0.07936225668824284,0.5837966222081041,0.9720469561595502
160,CTT1,mito,YGR088W,0.0003309946317866285,0.4173849198732077,0.003512587522918881,0.06904051338150904
161,CBR1,mito,YIL043C,0.00032953848566459447,0.018353029443728658,0.8993332190917347,1.1761834069956911
162,GGC1,mito,YDL198C,0.00032789582700250996,0.24130547175385936,0.09848113886819122,0.4727094665673179
163,PDX3,mito,YBR035C,0.00032516049865474777,0.2809984050518726,0.05303009710532763,0.35561359235337353
164,PHB1,mito,YGR132C,0.000324963090422312,0.5519604220616977,3.2498382294319356e-05,0.001634477462449591
165,GOR1,mito,YNL274C,0.000323788424684847,0.5457296934241678,4.152121953728435e-05,0.002073030230912591
166,TRX1,mito,YLR043C,0.0003194588098605036,-0.23687870157409782,0.09766378495699139,0.470768350321227
167,PRD1,mito,YCL057W,0.00031724939830320425,-0.16755010886492305,0.24481482358843365,0.6936758050310217
168,CRC1,mito,YOR100C,0.0003103506868396681,0.48627656345138526,0.000611730592202085,0.018763395742880096
169,AIM9,mito,YER080W,0.0003089740309666148,0.04196126242156746,0.7723260240253336,1.099648210727161
170,MDM38,mito,YOL027C,0.00030661600529676656,0.06529976653615263,0.6523198411374964,1.0224261488039588
171,ATP17,core,YDR377W,0.00030607651758388777,0.3758828899474016,0.0071430367433281345,0.11336049031175044
172,CIT3,core,YPR001W,0.00030584130565222266,0.44008981287995036,0.0027953949781568863,0.059751567658103445
173,GDB1,mito,YPR184W,0.00029708672792330557,0.13690178292170382,0.34824447487398347,0.7779203814951166
174,GCS1,mito,YDL226C,0.00029628452162296337,-0.3160990697929642,0.025331679315347348,0.2413212904136154
175,PDX1,mito,YGR193C,0.0002893682328097219,0.06774034876660173,0.6473304582896094,1.0185738060043543
176,CIR2,mito,YOR356W,0.0002889420128422492,0.14689062638925712,0.3087076920019843,0.7667249866715948
177,MDJ1,mito,YFL016C,0.00028853415805397996,0.04842622317498694,0.7384095741082324,1.077142564917959
178,QCR9,core,YGR183C,0.00028834651183496285,0.7062438765097198,1.0056152344629282e-08,9.171210938301906e-07
179,MEF1,mito,YLR069C,0.0002857033857141011,0.24633033634412685,0.08462732439325181,0.4411973314404286
180,ATP8,core,Q0080,0.0002832144750317492,0.9100672123232182,5.46262148469965e-20,7.472866191069121e-18
181,VPH1,core,YOR270C,0.0002823673375442577,-0.2317225892823749,0.10540270105716083,0.48516451899796775
182,ACO2,mito,YJL200C,0.0002800654688061758,-0.23170629358486178,0.1054278850172888,0.48462818112785977
183,HEM15,mito,YOR176W,0.00027850399278434756,0.04872160656447995,0.7368711032021701,1.0771956285323452
184,CYM1,mito,YDR430C,0.00027649758558372995,-0.015801566790838772,0.9132702180098135,1.181757149297602
185,YMR31,core,YFR049W,0.0002763808077128482,0.5075813189220922,0.00019718248348206893,0.007663228335325861
186,TIM50,mito,YPL063W,0.00027614002857848373,-0.08468396097344083,0.5587410965251378,0.9523521306334269
187,SMC3,mito,YJL074C,0.0002674639930675345,0.10928954722480479,0.4499400546573563,0.8708517186916573
188,SPT5,mito,YML010W,0.00026648362428977003,-0.2551624380989566,0.07371657613445848,0.4160242415509043
189,PHB2,mito,YGR231C,0.0002663250065970533,0.4275243551626331,0.002184157099487758,0.04898240839506971
190,COX8,core,YLR395C,0.00026531356579291576,0.523212204490814,9.677715752445286e-05,0.004326508218740245
191,YSA1,mito,YBR111C,0.00026050499753844285,-0.0790519869936015,0.5852729185407898,0.9728473299681657
192,AIM17,mito,YHL021C,0.000258845390512349,0.27350791246050427,0.054618389475394304,0.3623567255205597
193,YME1,mito,YPR024W,0.00025494161226674816,-0.06479952811082741,0.6548151196865465,1.0249280134224206
194,AIM45,mito,YPR004C,0.00025490373382970166,0.009351024712458595,0.9486113719233911,1.2058170942122273
195,IDP3,core,YNL009W,0.00025480667797248496,0.4446341810001002,0.0019622795475238665,0.045344567922510966
196,SHE10,mito,YGL228W,0.00025302653996340586,0.0012979115098918513,0.9930144824872326,1.229583464919021
197,COX12,core,YLR038C,0.0002524627808718624,0.44197626242335836,0.00210362483549139,0.047803301909505345
198,FMP40,mito,YPL222W,0.0002513698663532583,0.24393930682959813,0.10231539176205474,0.48032757697491724
