,LFQ Intensity A549_1,LFQ Intensity A549_2,LFQ Intensity A549_3,LFQ Intensity GAMG_1,LFQ Intensity GAMG_2,LFQ Intensity GAMG_3,LFQ Intensity HEK293_1,LFQ Intensity HEK293_2,LFQ Intensity HEK293_3,LFQ Intensity HeLa_1,LFQ Intensity HeLa_2,LFQ Intensity HeLa_3,LFQ Intensity HepG2_1,LFQ Intensity HepG2_2,LFQ Intensity HepG2_3,LFQ Intensity Jurkat_1,LFQ Intensity Jurkat_2,LFQ Intensity Jurkat_3,LFQ Intensity K562_1,LFQ Intensity K562_2,LFQ Intensity K562_3,LFQ Intensity LnCap_1,LFQ Intensity LnCap_2,LFQ Intensity LnCap_3,LFQ Intensity MCF7_1,LFQ Intensity MCF7_2,LFQ Intensity MCF7_3,LFQ Intensity RKO_1,LFQ Intensity RKO_2,LFQ Intensity RKO_3,LFQ Intensity U2OS_1,LFQ Intensity U2OS_2,LFQ Intensity U2OS_3,Gene name
4091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.448776296611939e-06,3.778049457528712e-06,,PGM5;PGMRP
4092,,,,1.7195369648957889e-06,2.60964700812723e-06,4.027924075149427e-06,7.504747366514271e-07,,,,,,,,2.1368773365292073e-06,,,,5.661514767446738e-06,,,3.6712762018508826e-06,6.996163688384506e-06,4.8637262313840605e-06,,,3.812684607027478e-06,1.162677963099849e-06,,,1.593995257572903e-06,,,D11LGP1E;GHDC;LGP1
4093,,,,,,,,,,,,,,,,,,,,,,,,4.686052193217077e-06,,,,,,,,,,EFHA2
4094,,,,,,3.5159790257972527e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCDC46
4095,,,,,,9.993331075516832e-06,,,,,,,,,,,,,,,,,,,,,,,,,5.932367199047857e-06,,,CCN1;CYR61;GIG1;IGFBP10;hCG_23652
4096,,,,,,,,,,,,,,,,,,1.6881704755559403e-06,2.2974160166269686e-06,,,,,,,,,,,,,,,CCDC45;DKFZp667E1824
4097,,,,,,,,,,,,,,,,,,,,,,,,2.979395252843581e-07,,,,,,,,,,ZFP62
4098,,,,,,,,,1.5539024012333233e-06,,,,,,,,,,,,,,,,,,,,,,,,,NPRL2;TUSC4
4099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.585006251816137e-06,,,,ZNF468
4100,,,1.3670921114003571e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DPDE4;PDE4B;RP5-876C12.1-003;RP5-876C12.1-001;PDE4B5;hCG_1811271;RP5-876C12.1-007
4101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PDHA1;RP11-723P2.1-010
4102,3.0352254167814125e-06,,,,5.5397321502230556e-06,3.6145669699124464e-06,,6.390333712157747e-06,3.705797959102197e-06,,,,4.956500387376391e-06,1.1092354268493874e-05,6.278813639358112e-06,8.314574956963823e-06,,4.8729875366772285e-06,,,,1.649001531891102e-05,1.2865123572337565e-05,1.7492469343362682e-05,,,2.1298297105990606e-06,,,,,,3.2946603832158023e-06,CLN5
4103,,,,,,,,,,,,3.611569250241457e-05,,,,,,,,,,,,,,,,,,,,,5.835333122778397e-06,C10orf47
4104,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5158976546892982e-06,,,,,,,PKP1
4105,,,,,,,,,,4.2546068622720835e-06,,,,,1.3206890984948394e-06,,,,,,,7.254576405897805e-06,,7.811872051004007e-06,6.381906649110455e-05,,4.4805144370819175e-05,2.0166310100198507e-05,,,,,,AIF1L;C9orf58;IBA2;UNQ672/PRO1306;RP11-544A12.2-006
4106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CPAMD6;PZP
4107,,,,,,,,,1.971781273981259e-06,,,,,,,,,4.246413683241356e-06,,,,,,,,,,,,,,,,HELB
4108,,,,,,,,,,,,,,,,,,,,,,8.902932057798404e-08,,,,,,,,,,,,
4109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ITIH3
4110,,,,,,,,,,,,,5.277377297409509e-06,,,,,,,,,,,,,,,,,,,,,CHCR;MBLX39;MBNL3;MBXL;RP5-842K24.3-005
4111,,,,,,,,,,,,,1.6155006773918913e-05,,1.0162734808120121e-05,,,,,,,,,,,,,,,,,,,MIA2;hCG_1785689
4112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.763300987610962e-06,,,FKSG45;SENP5
4113,,,,,,,,,,,,,,,,,,,,,,3.2031336442382343e-06,,,,,,,,,,,,DKFZp781M0253
4114,,,,,,,,,,,6.473104121424433e-06,7.683479673295695e-06,,,,,,,,,,,,,,,,,,,,,,MSLN;MPF
4115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.591144624334061e-06,CCDC75;GPATCH11
4116,,,1.6344015943565522e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KIAA1546;Nbla00191;TET2
4117,,,,,,,,,,,,,,,,,,2.2103207492399065e-07,,,,,,,,,,,,,,,,FBX33;FBXO33
4118,,,,,,,,,,,,,2.838292466322047e-05,,2.8012030659213715e-06,,,,,,,,,,,,,,,,,,,SULT1C1;SULT1C2
4119,,,,,,,,,,,,,,,,,,,5.199907815214583e-06,,,,,,,,,,,,,,,C3orf19
4120,,,,,2.1396353614503493e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CEP164;KIAA1052;DKFZp434O2413
4121,,,,,,,,,,,,,,,,,,,1.1559356141373375e-06,,,,,,,,,,,,,,,DMT;EPB49
4122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UBE2Q2
4123,,,,,,,,,,,,,,,,,,,,,,,6.573247154098987e-06,9.14124021296624e-06,,5.395516641872129e-06,,,,,,,,PICK1;PRKCABP;RP5-1039K5.11-005;hCG_41846
4124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.605469315426838e-06,,,,FISH;KIAA0418;SH3MD1;SH3PXD2A
4125,,,,,,1.1954909028319846e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALPK2;HAK
4126,,,,,,,,,,,,,,,,,,,,,,,2.129805587484589e-06,,,,,,,,,,,FAM185A
4127,,,,,,,,,,,,,,,,,,,,,,,,,3.684091833134454e-06,2.278263940737858e-06,,,,,,,,KIAA0341;N4BP3
4128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.042344616632063e-06,,2.966618179350771e-06,RENT3A;UPF3;UPF3A;hCG_2011952
4129,,,,,,,,,4.7670283837226727e-07,,,,,,,,,,,,,,,,,,,,,,,,,C18orf6;GREB1L;KIAA1772
4130,,,,,,,,2.69781731813733e-05,,,,,,,,,,,,,,,,,,,,,,,1.0549965148489666e-05,,,HYDIN;HYDIN1;HYDIN2;KIAA1864
4131,,,,,,,,,2.1818190923702273e-06,,,,,,,,,,,,,,,,,,,,,,,,,
4132,,,,,,,,8.25761324294214e-06,,,,,,,,,,,,,,,,,,,,,,,1.5111585230923987e-05,8.733988964848668e-06,,C1orf198
4133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LIN7B;MALS2;UNQ3116/PRO10200;VELI2;hCG_16223
4134,,,,,,,,,,,,,,,,,,,,,1.6802669359621837e-06,,,,,,,,,,,,,APC2;MCSC2;SCAMC3;SLC25A23
4135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KIF27
4136,,,,,,,,,7.003154986414916e-06,,,,,,,,,,,,,,,,,,,,,,,,,BCL9
4137,,,,,,,,,,,,,,,,,,,,,,,2.3759864635660452e-07,,,,,,,,,,,KIAA0672;RICH2;DKFZp564G2272;DKFZp434B034
4138,,,,,,,,,,,,,6.3235818527092475e-06,,1.1647603895766517e-05,,,,,,,5.766297685283502e-06,,,,,,5.152434044034445e-06,,,,,,TRAPPC6B;hCG_1641028
4139,,,,,,,,,,,,,,,,,,,,,3.0775795074619754e-06,,,,,,,,,,,,,DYM;hCG_24489
4140,,,,,,,,,,,,,,,,,,,,,,,,,6.144159019068314e-07,,,,,,,,,DKFZp686J1525
4141,,,,,,1.503741812300909e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,DENND2A;KIAA1277;hCG_40134
4142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CDKL1
4143,4.843049972748613e-05,0.00014444579633967112,,2.804745864156522e-05,9.336170338281983e-05,3.511779794002484e-05,0.0002620451204492332,0.0005648778405152873,0.00015661766246889385,4.416186809458131e-05,0.00012847794835424222,9.838478631038329e-05,2.1664872846525002e-05,7.167830578978907e-05,8.297162446055187e-05,4.7005973659918866e-05,0.00010079976762583965,1.8023880554093098e-05,0.00014342922258590794,0.0003543309406500739,0.00012500813658839022,0.00026444299006396054,0.00021979608982895492,0.0003371096009224374,0.00010253412917376182,0.00037033097316120086,0.00015887438449655068,,6.925496943238311e-05,0.00011494656023159872,5.094880767895554e-05,0.00012369514068226727,3.997934308037416e-05,A18HNRNP;CIRBP;CIRP;hCG_21575
4144,1.5280196890741354e-05,3.926665507536804e-05,,2.244344477865679e-05,,1.141156676941775e-05,1.4964839974490221e-05,3.507692694228496e-05,3.776780436421789e-06,2.155750205805749e-05,4.6558136880593886e-05,3.414239218615288e-05,1.3380278236023857e-05,,,1.120921122120109e-05,,1.353387935128091e-05,2.9381478392078747e-05,8.865782589964219e-05,8.43164438776061e-05,1.4465320452901995e-05,,,8.194160141771922e-05,3.830751994830942e-05,6.0585804767534165e-05,1.3869967425683967e-05,,4.200016335732593e-05,2.4692895868034985e-05,2.6585977867262757e-05,2.8785359236057642e-05,AD-004;AK6;CGI-137;CINAP;hCG_37060;TAF9
4145,,,,,,,3.7854461901798635e-06,,3.3959848005577273e-06,,,3.211160009743483e-06,,,,,,1.1523470665832282e-06,1.837382791097519e-06,,,,,,,,,,,,,,,AEBP2
4146,,,,,,,,,,,,,0.00011809435661883318,0.00020301294515559992,0.00014075265414696696,,,,,,,,,,,,,,,,,,,AGT;SERPINA8;hCG_14741;RP11-505D24.1-001
4147,4.495654736699932e-05,3.374666866861353e-05,5.610011832730366e-06,3.797803726417945e-05,1.330606886551955e-05,1.7840510428853236e-05,1.662945733027864e-05,1.8504379992730947e-05,1.4411883334121592e-05,4.740612269778448e-05,3.439423013204634e-06,6.291163131216438e-05,0.00017646482283862852,3.67196667972982e-05,0.0001481254194005704,2.4368289913041352e-05,,4.553877046678737e-05,2.1870345527154295e-05,,3.269928688055466e-05,2.5056018387997124e-05,7.22689861411938e-05,4.9447475215760625e-05,1.5616059220469854e-05,3.4768906843951484e-05,5.7310458248137636e-05,5.549149701680871e-05,4.397004822277477e-06,0.0002133290402779283,,1.7877164601416575e-05,3.4360197680445326e-05,ALG1;HMAT1;HMT1;PSEC0061;UNQ861/PRO1870
4148,,3.350926542486205e-06,,1.7049259313565438e-06,6.852763861934863e-06,7.160828550480477e-06,6.90748701370998e-06,7.667725168331913e-06,8.303892873252564e-06,,,,,,,,,,,,,,,,,,,,,1.827039680081803e-05,,1.6540271685568134e-05,1.2964377061216988e-05,APBB1;FE65;RIR;DKFZp686G05200
4149,7.941434355040615e-06,,,,,5.386929299072975e-06,1.4896494380070542e-05,2.0423658411195086e-05,1.0756493962683204e-05,,,7.657111068150014e-06,,,,,,1.5351941281009614e-05,4.693357587912603e-05,2.1844599018175008e-05,1.690052833464965e-05,,,,,,2.798664771127952e-06,,,,6.885952537816404e-06,,5.5007594527258435e-06,API4;BIRC5;IAP4
4150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARHGAP17;MSTP066;MSTP110;RICH1
4151,,,1.7750957217333876e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARM2;HN1
4152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARPC4
4153,,,,,,,,,,,,,,6.235176213387722e-06,,,,,,,,,,,,,,,,,,,,ASGR2;CLEC4H2
4154,,,,,,,,,,,,,0.00011310144262704424,0.00013419728565688502,4.880424436758394e-05,,,,,,,,,,,,,,,,,,,ASGR2;CLEC4H2;HBXBP
4155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.36363882573123e-06,ASYIP;NSPL2;RTN3;hCG_1775344
4156,2.8196483582915725e-05,1.0648462542278192e-05,5.1132706069909296e-06,3.525336002875948e-05,2.626054692277593e-05,2.1994458575289314e-05,1.5355362628832952e-05,1.632328405521542e-05,9.057529095651707e-06,1.5013516867627486e-05,1.14881101974874e-05,,2.205282059820738e-05,3.6373888539741925e-05,5.341713522863378e-05,5.677707994006843e-05,5.27582681537291e-05,1.8151114676702907e-05,1.0809376512474535e-05,,,2.7178661149038304e-05,4.7107164318247954e-05,2.8127045871157164e-05,9.549935695955298e-06,8.774331461614477e-06,1.0243464838878511e-05,2.7756291580246377e-05,2.6729445036537876e-05,,,2.763392909196565e-05,1.8225886177845084e-05,ATP6G;ATP6G1;ATP6J;ATP6V1G1;hCG_29854;RP11-402G3.1-001
4157,3.791996696455153e-05,2.220674509903958e-05,,1.5719347554157427e-05,1.0557759549090005e-05,6.853134820059227e-06,,,,2.4213715549517692e-05,3.5832704887998446e-05,2.863498412502955e-05,1.4897045507689735e-05,1.710250522030634e-05,1.3641828737837563e-05,,,,,,1.1997321069376456e-05,1.9785227989274755e-05,1.5649445790896858e-05,1.9622083589232456e-05,1.0850592341945114e-05,3.210465715162157e-05,2.429964232113164e-05,,,1.1144843634206785e-05,,3.720151605806358e-06,5.117804051155356e-06,B4GALT1;GGTB2
4158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B4GALT1;GGTB2
4159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAT3;DAMA-236L13.16-022;DADB-70P7.10-022;DAMC-157M7.11-022;XXbac-BPG296P20.4-021;XXbac-BCX270M2.3-021;DAQB-195H10.3-021;DAMA-236L13.16-021;DADB-70P7.10-021;DAMC-157M7.11-021;DASS-336N12.2-021
4160,,,,,,4.129384047278902e-06,,9.741493346014635e-06,4.39883566721904e-06,,,1.1022191359796121e-05,,,,,,1.4588354244750834e-05,,,,,,,,,,,,,,,,BLOC1S2;BLOS2;CEAP
4161,7.850041457031646e-06,7.291987365989122e-06,,2.809069706653623e-05,3.3745181379504125e-05,1.1044861535143214e-05,,,,,,,1.7836438653327522e-05,0.0001132618710246489,1.8862558209583368e-05,,,,,,,,1.1190744029587816e-05,,6.145276769195297e-06,,,,,2.0883052464773685e-05,,9.772476592588767e-06,,BRI;BRI2;ITM2B;hCG_30752;RP11-196P14.1-001;RP11-196P14.1-003
4162,8.960679629708067e-06,1.763136383687232e-05,9.146243876524212e-05,,5.349544035273923e-06,9.72564192129726e-06,2.505486558107067e-05,3.0187596626394035e-05,2.9508405157856642e-05,2.8231856393160903e-06,2.588121096360241e-06,3.261031145419216e-05,9.192172050108755e-06,4.406235768797047e-06,1.5415002269853594e-05,,,2.8846910068967613e-06,2.875581258581735e-05,7.651279679726324e-06,3.8269719715058156e-05,,2.7134821065064965e-06,,1.563926891317918e-05,,2.991023884400573e-06,1.044350889829826e-05,1.4259192823795864e-05,5.668889342239287e-05,9.358452167743612e-06,1.9805127328905514e-05,1.1161322416119861e-05,C15orf63;HSPC136;HYPK
4163,,7.985919121995322e-06,,,,2.620736007256284e-06,,1.021335760237824e-05,3.937546882805683e-06,,,,,7.590051656935417e-06,7.336646482218134e-06,,,4.965515028074618e-06,,,2.6456737083056823e-05,3.3411352711686425e-05,1.5118369728553156e-05,1.723181889016897e-05,,,4.715316851916261e-06,1.0818684132596096e-05,,4.132130031050641e-05,,,6.354035746378747e-06,C16orf49;COQ9;HSPC326;PSEC0129
4164,1.4516969029775772e-05,,8.114574974730109e-06,,,1.5649709333101363e-05,9.096138765988352e-06,1.4611726622982227e-05,1.6188504778737016e-05,7.589172707774911e-06,5.378975829826184e-06,1.0423965052357458e-05,1.5987816111638678e-05,,3.646150518525377e-05,,,,2.4632111652003514e-05,,,4.774402832350688e-05,,1.8921611508117e-05,3.375852378801853e-05,1.2174441198249768e-05,1.3231554837324133e-05,,,,1.6437434110117643e-05,,,C19orf52
4165,,,,,,,,3.726666575576972e-07,,,,,,,,,,,,,,,,,,,,,,,,,,C1orf3;PROPIN1;SCAMP3
4166,6.464262000038576e-06,1.624758836153839e-05,,,,2.2840798140756537e-06,9.281156099123326e-06,1.2550977129888888e-05,7.172998463389294e-06,5.415797734332343e-06,,,,,,,,1.495410069252837e-05,6.382056497090504e-06,1.0165765261697154e-05,,,,9.27154523333683e-06,5.887940969906858e-06,,,6.553637883935216e-06,5.8628926449441396e-06,,7.800115345803685e-06,6.689992622870381e-06,1.748125684388547e-05,C3orf38
4167,,,,,,3.2354692428616182e-06,6.270180991377977e-06,1.921713044912576e-05,7.384851009866329e-07,4.259772801190282e-06,,,5.49687858597827e-06,4.434950038154643e-06,3.7180959494267607e-06,,,,,,,,5.3470957624975096e-06,3.892638928014561e-06,1.0837458496338318e-05,1.1277972633254726e-05,4.172610831045691e-06,,5.578724849379103e-06,,5.02068558445085e-06,,1.8246209360788033e-06,C4orf32
4168,8.372823769566669e-05,6.581909515109747e-05,4.1131521731443e-05,5.428070957831107e-05,5.2090049100892126e-05,4.2332729905501966e-05,0.00011639466564540153,0.0002252114870576408,4.113795869651066e-05,9.60068976567861e-05,8.640056705518902e-05,7.120982962377231e-05,5.104922396478192e-05,7.187746165753043e-05,3.07965163778627e-05,6.337150961784047e-05,8.456010837972116e-05,3.544061916476372e-05,6.235361605562964e-05,0.00013910991240941278,7.59885717019605e-06,0.00010613363997088882,0.00012826287254894808,9.817233517482482e-05,0.00010626529380121448,9.225672559101711e-05,7.309604529872752e-05,5.76915810577765e-05,0.00014536904652730565,8.01866332830599e-06,5.906728714644785e-05,5.899600976936134e-05,2.2459581197716405e-05,C6orf14;HSPC183;MRPS18B;PTD017;DAMA-178G23.8-001;DAMC-83F13.5-001;DADB-129D20.6-003;DAMA-178G23.8-003;DAMC-83F13.5-003;DAQB-47P19.5-003;DASS-182C6.3-003;XXbac-BCX48F10.3-003;XXbac-BPG249D20.2-003
4169,8.97265460607112e-05,0.00016159201910640692,0.0012649657805588303,7.466817149729297e-05,0.0001485343044276497,0.0002314809604616059,0.00019221801015044138,0.00020143528076657234,0.00033205860402800127,0.0001333479784638551,0.00010596991666478935,0.0001726608786613382,0.00015646389756476407,0.0002741635605735821,0.0001715614045185929,0.00024106660568525224,0.00021431942278018852,0.00022343659303610967,0.0004676529136041909,0.0003427686366999109,0.0002551468914283603,0.00022948328553699864,0.00016148863441619888,0.00020130201468947332,0.00012928836617762156,0.00034191018376253943,0.00020177570855109867,0.00017117425292841686,0.0003403814953826284,0.00022449309093214209,0.00012614441439404722,0.0001691907590658177,0.0002458440227877227,C6orf28;G7B;LSM2;DAAP-21F2.6-001;DADB-149K5.5-001;DAMC-117B11.11-001;DAQB-147D11.3-001;hCG_43728;XXbac-BCX40G17.2-001;XXbac-BPG254B15.5-001
4170,,8.996755282045268e-06,,1.3053486257575883e-05,8.983483341456413e-06,2.258880600516413e-06,,,,,,,,,,,,,,,,9.870997890493904e-06,1.939581182725649e-05,2.223878834199862e-05,,2.5591870909250623e-05,5.123324701099525e-06,1.4482763576608285e-05,1.6715791364159978e-05,5.003523911225231e-05,,,,C9orf115;PTRH1
4171,0.00015377578415389886,0.00021324698889614823,8.711356305130833e-05,0.00012660635811044378,0.00012732385132653624,0.00015281897262479685,0.00022227932900102673,0.0001578081898356728,0.00014205343432008928,0.00022289351664169735,0.0001906793192650964,0.0003441572689140694,0.00025094072272658415,0.00020513120521469452,4.9632207636793544e-05,0.00013646147238150614,,0.00018850822348205534,0.00022429709274761838,0.00019565235384712618,0.00047647079009460015,0.00021957053450746977,0.0003689104538634146,0.0001558468832943812,0.0004031210228459065,0.0002882126485437506,0.00024134476391671406,0.00018194597019249962,0.00011014580008099173,0.00010457743355608151,0.00011179104733930979,0.0002140975210825236,0.00018245285088303842,CGI-120;COPZ;COPZ1;HSPC181
4172,1.86998856278033e-05,2.1675239631244872e-05,0.0003128749385206128,1.3274999588441987e-05,1.91083754894297e-05,1.8199492415761307e-05,1.2119566251699967e-05,2.8545952461705296e-05,1.8510866035328365e-05,1.683392687207546e-05,2.206772649926649e-05,2.010254054310236e-05,2.827776913242227e-05,2.9596593774096893e-05,2.2105818148246528e-05,1.9724002680798078e-05,1.1866332981719076e-05,1.8844486192414133e-05,1.739885402622141e-05,2.5561072795514274e-05,0.00016539229802270796,,1.0338891127450663e-05,8.911321687943432e-06,2.8276095988915067e-05,1.8964353252667237e-05,2.4324609728515198e-05,2.857540807493776e-05,1.3315974104605514e-05,0.00025137262454274226,3.298390150738727e-05,2.392085171404352e-05,3.801672083858401e-05,CGI-128;FAM96B;HSPC118
4173,3.997044195621286e-05,3.5930884441634855e-05,,1.9545982981090385e-05,4.253620759013782e-05,9.2917234559455e-06,5.973379086491518e-06,1.3585434665583989e-05,9.987176792426946e-06,1.5440929363326467e-05,2.4925885333403498e-05,,1.2686976763795575e-05,,,2.9106437495332732e-05,2.8193340139209813e-05,,,,,,2.127247206727238e-05,7.621757406377366e-06,2.035689081512439e-05,1.8132472872970993e-05,1.951878952650077e-05,,1.9439582879736947e-05,2.3941644594713906e-05,,2.5029296259620572e-05,4.5154668027962295e-05,COMMD2;HSPC042;My004
4174,4.482723483995007e-05,2.1703006852284567e-05,,1.1809581734906113e-05,3.32148860466e-05,3.345109014636586e-05,5.0871211102524434e-06,,1.6583444352881547e-06,1.8112835222267025e-05,1.1571951180951516e-05,,,9.738963353905947e-06,3.110209137928716e-05,7.582912643860116e-05,7.824480831182895e-06,1.104819422932358e-05,,,8.870810083944972e-06,1.907054300466896e-05,6.584472104001902e-06,1.1941231597195645e-05,3.746462995006033e-05,6.532358881035452e-05,3.291568375155644e-05,1.7295393249170376e-05,9.858184500527679e-06,4.370005459758085e-05,,0.00010158384308115417,6.41386262447054e-05,COMMD8;MDS022
4175,,,,,,,,,,,,,,,,,,,,,,,,,,,5.94204424181088e-07,,,,,,,CSDA3;MSY2;YBX2
4176,0.0003078526882477609,0.00017050570216262705,0.00038862324810616603,8.101389565857823e-05,3.161868229540874e-05,0.00015108358298202378,0.0001298288102079653,8.14570238034187e-05,9.803648638485448e-05,,,,0.0006732062580209184,0.000651910133130443,0.0006220647510863938,7.239691376432175e-05,5.507551044582513e-05,2.2313274110304294e-05,9.900899323876486e-05,,6.73960248101045e-05,0.0006596340400781671,0.00043076554828209177,0.0009388952057830022,0.00017111396206213902,0.0001431004621735987,0.0001834458456313241,8.331063431016548e-05,3.824044539153076e-05,7.210692568059339e-05,0.00022091490830679648,0.0001457590868475021,0.0002581098947611686,CYB5;CYB5A
4177,7.275116467000653e-05,2.7620523620644422e-05,,7.751067452525706e-05,8.177278079987758e-05,6.254754606970362e-05,4.342682484972652e-05,3.949212820520176e-05,3.420532630704077e-05,,,2.1859033048479055e-05,2.6117833230243622e-05,,3.1057721626591535e-05,1.6099487561762346e-05,,7.840744473501344e-06,4.9478171825935475e-05,,,1.2254964544131609e-05,,2.3974255061050955e-05,3.777795520370901e-05,5.6225333018488055e-05,8.375888377927666e-05,4.854454569747667e-05,4.3535039407895955e-05,8.469679558564725e-05,1.831580558246366e-05,5.354138963671599e-05,4.5647674105015696e-05,DTD1;C20orf88;HARS2
4178,2.2606011818405453e-05,2.979970106821729e-05,,6.490819261936918e-05,8.478514491577558e-05,6.645555290811309e-05,2.3356516851738096e-05,2.9601283221258386e-05,3.447733889625349e-05,2.3115560908477246e-05,2.8233751816143367e-05,4.343331190018607e-05,6.75333268259373e-05,8.871942770010985e-05,0.00014967511241951092,1.0199504006380137e-05,,1.7576738868624147e-05,5.321090488780548e-06,,1.1779131806496165e-05,2.368160097141669e-05,2.2371750233569452e-05,1.061480747147422e-05,2.7567059733310436e-05,1.537099695068769e-05,2.0613506807793765e-05,3.649105681436895e-05,2.8903733343559903e-05,5.5245000210538974e-05,5.089709847859985e-05,3.3730256119037387e-05,6.202169825324181e-05,DUSP3;VHR
4179,,,,,,,,9.665794069321151e-06,1.1450217539652887e-05,0.00016508265168474232,5.7878010306619704e-05,3.727124900029971e-05,,,,,,,,,,,,,,,,,,,,4.268483813423551e-06,1.1223017852212007e-05,EAAT1;GLAST;GLAST1;SLC1A3
4180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EIF4E2
4181,1.749354998673345e-05,1.4720342250145216e-05,,,,,,,2.6733125536354966e-06,,,2.994890489364889e-06,,,,,,1.5869940577704514e-06,3.666043758454923e-06,,7.092270340059872e-06,,4.207818145042114e-06,,,8.061577555273544e-06,,,4.697836976774234e-06,2.8316722158461995e-05,,4.294154232459684e-06,6.478577430755385e-06,EPN2;KIAA1065;hCG_1811979
4182,,,,,,,,,4.88379850738423e-06,,,,,,,,,,,,,,,,,,,,,,,,,EVI1;MECOM
4183,,,,6.505707245502519e-06,,4.819714083652823e-06,,,2.8155078192210664e-06,,9.885885880663505e-06,3.8084121908747485e-06,,,,,,,,,,1.064839270177712e-05,2.4284320840128777e-05,9.090214293885353e-06,,,,,,,,,,FAM73A
4184,3.716866394264144e-06,5.3256289839062356e-06,,7.965141882992369e-06,7.563621136448217e-06,8.26894828239852e-06,6.260904467252327e-06,8.073828836437756e-06,8.788175835862287e-06,2.2750263766635314e-05,2.5586188363520913e-05,1.8083977028017338e-05,,,,,,1.53791134474363e-05,9.146957147387183e-06,3.4695813697590473e-06,3.832818741921203e-05,,,,2.5763712685047025e-05,2.4576217190254788e-05,1.8538896550896943e-05,6.3068491157496655e-06,6.8708891486910465e-06,0.00011794457765384123,5.3682906943342666e-06,4.068334362215807e-06,4.02059801348323e-06,FBI1;LRF;ZBTB7;ZBTB7A
4185,,,,,,,,,,1.773893066542543e-06,,,,,,,,,,,,,,,,,,,,,,,,FBLN1;PP213;CTA-941F9.7-010
4186,9.096345559135996e-06,,,2.026368922653926e-05,2.7807104361152674e-05,4.757603836148493e-06,1.5273834381071706e-05,,9.851168278757095e-06,1.2995124249003964e-05,8.8584878287675e-06,4.670602921903926e-06,1.6181029306189548e-05,,1.3554596474981782e-05,,,,,,2.017475556161756e-05,1.5657270660291003e-05,7.282692317322035e-05,2.315277874058392e-05,2.182204501401716e-05,2.7286701274625354e-05,6.087540744993526e-05,,,1.6062346100959632e-05,2.6519786593902682e-05,,,FKSG19;KIAA1184;MR1;PNKD;TAHCCP2;UNQ2491/PRO5778
4187,,,,,,,,,,,,,,,,,,,,,,4.7143742839445005e-05,6.138835021457159e-05,4.7873273122805785e-05,1.8086204925135173e-05,4.2189758206807945e-05,2.0539926304031666e-05,,,,,,,FOXA1;HNF3A;TCF3A
4188,9.313114669334368e-06,,,,,9.52869170124536e-06,1.7610678030385112e-05,2.9659890149795445e-05,1.2017627482417744e-05,,2.339174348473508e-05,1.823933275857864e-05,,2.964645240497643e-05,9.968081794911903e-06,,,,3.727027905401125e-05,8.88311075945e-06,,,,,1.4789498487130245e-05,,1.173296786074899e-05,,,3.3351853892240654e-05,1.769648551528087e-05,4.973219626157889e-05,1.9416084515059256e-05,FTSJ1;JM23
4189,1.061683212583412e-05,1.0974731591652071e-05,,,,,2.7461488716353756e-05,2.6891469690030332e-05,3.8055351510810857e-05,4.30238663947534e-05,8.015038130684126e-05,2.3751986988608627e-05,6.267526003026314e-05,7.576571598406125e-05,7.013109066469809e-05,5.9117090658112246e-05,4.857642291376464e-05,7.589380037312078e-05,4.330057310134453e-05,4.192036710178183e-05,5.796012073841605e-05,4.673476455460153e-05,0.00010124835177704695,5.5336427964250166e-05,,,,,,,,1.2115117731893885e-05,1.7437557541909755e-05,GAMT;hCG_21569
4190,,,,,,,,,,,,,,,,9.125213890306819e-05,,0.00016700762523342216,,,,,,,,,,,,,,,,GIMAP1;IMAP1
