,LFQ Intensity A549_1,LFQ Intensity A549_2,LFQ Intensity A549_3,LFQ Intensity GAMG_1,LFQ Intensity GAMG_2,LFQ Intensity GAMG_3,LFQ Intensity HEK293_1,LFQ Intensity HEK293_2,LFQ Intensity HEK293_3,LFQ Intensity HeLa_1,LFQ Intensity HeLa_2,LFQ Intensity HeLa_3,LFQ Intensity HepG2_1,LFQ Intensity HepG2_2,LFQ Intensity HepG2_3,LFQ Intensity Jurkat_1,LFQ Intensity Jurkat_2,LFQ Intensity Jurkat_3,LFQ Intensity K562_1,LFQ Intensity K562_2,LFQ Intensity K562_3,LFQ Intensity LnCap_1,LFQ Intensity LnCap_2,LFQ Intensity LnCap_3,LFQ Intensity MCF7_1,LFQ Intensity MCF7_2,LFQ Intensity MCF7_3,LFQ Intensity RKO_1,LFQ Intensity RKO_2,LFQ Intensity RKO_3,LFQ Intensity U2OS_1,LFQ Intensity U2OS_2,LFQ Intensity U2OS_3,Gene name
9517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RP11-124N14.1-008;VIM
9518,4.575325015659932e-05,8.589678469289832e-05,4.522470860645169e-05,2.406365077796826e-05,6.927998210092839e-05,6.0947132267855974e-05,0.00010456180631178815,0.0001224710773406386,9.114350753386783e-05,2.5918832569134974e-05,2.5283930786885926e-05,4.334689029777807e-05,2.3897977310310586e-05,1.311030307894841e-05,5.1536817085740704e-05,0.0001401932335648955,0.00018661026556936866,0.00016221099961506152,0.00016128116225116234,0.00019587548154685174,0.0003633701778791026,0.00011862440827854146,,6.769040638945866e-06,0.00015442920911912624,0.0002382314183594254,0.00018596999570557747,1.183710339494997e-05,2.9921953377953545e-05,3.248844907209195e-05,0.00020691168858542417,0.00019708457668000056,0.0002564045063692803,RRM2;RR2
9519,,,1.288794806365711e-05,,,,2.751516218803893e-05,3.202303855357502e-05,2.319720912964495e-05,6.295937907634744e-06,4.423077945822903e-06,6.516298144901526e-06,,,,2.0170007183533748e-05,1.1889142459221973e-05,1.8227634041624992e-05,1.3406568899321972e-05,,1.2940596076461998e-05,5.812193428581896e-06,7.050240987460668e-06,4.348766819496834e-06,,,,,,,,,,SCML2;RP5-1129A6.3-002
9520,0.00016674351423472144,0.00015688264670434742,0.00014040474247422713,0.00028789857567330923,0.0001911695715469423,0.00039227106601528544,0.0003097869202290686,0.0003476086205353789,0.0002897321824407583,0.00013574956176083477,0.00011855137428010674,0.00017783528967463887,0.0002531437121869279,0.0002709459923833731,0.000220840943042977,0.0005785768502730643,0.00038949826810262046,0.000622935814637285,0.0003950732676606725,0.00040230837836297077,0.0004447718386587474,0.00038463522904189854,0.0002618026040883203,0.00031975704475808964,0.00030290081878242434,0.00024408159712527018,0.00021025429735705982,0.00016603836229895638,0.0001005564521089585,0.0002511371605015921,0.0005347589045357097,0.0005267695212716322,0.0003806577302831879,Sept11
9521,,,,,,,2.0997281812437324e-05,3.6313368618516864e-05,2.0407355864718284e-05,,,,,,,8.763206644657832e-06,1.4556820639899489e-05,1.1840152623306612e-05,1.8217955816665143e-05,1.2573033629084548e-05,4.2369104158981055e-05,5.866634867766547e-06,1.1029351102967608e-05,1.0462274764450601e-05,3.3123517309993454e-05,3.6893854986340624e-05,3.5783752474112005e-05,2.7312562059132498e-05,1.6944429137503886e-05,2.65525343636859e-05,1.8768217380292197e-05,1.837128941149183e-05,1.106811476654405e-05,SH3BP1
9522,0.00015327804422204868,0.0001445369571478253,1.6297304397394006e-05,0.0005312017734596553,0.0006561993061021173,0.0004801150011480296,0.00019317729349438182,0.00015067546423522057,0.00016001169945513912,0.00020927648689008158,0.00016531436482961913,0.0002113182213865176,0.00011736136295273607,0.00010279257173187204,0.00014856639766494022,0.00012479323783386374,0.0001957846012618372,9.935421598011025e-05,0.0002765697292002681,0.0003377700025741176,0.0009309991436114388,0.00013841528749057531,0.00011313577652838991,0.00011811393039266696,0.00014019174685537305,0.00014817674022645744,0.00011874022869383026,0.00027527859379432345,0.00010295061419288673,0.0014731296799346714,0.00015503331197342564,0.00016180079041789862,0.00017097855947082556,SMS
9523,8.762821200868422e-05,0.00015538493395437643,0.00016459543168339247,8.303219450480544e-05,0.00014615166482556056,3.927573089095914e-05,0.00017240151467416936,0.00011582292760749153,0.00011584671887934992,0.0001829512732191591,0.0001739196259903873,0.00021916840480807982,7.349269010458458e-05,0.0001077414290646032,9.313128451525036e-05,0.00017922147732033958,0.0003722138515659199,0.0003074611877845537,0.0001587890843803172,0.00025333959805154307,0.0006930718846497806,0.00013113573630905062,0.0002001635348891949,0.00010128406457523168,0.0001329359511572958,0.00010035616027065188,0.00012190032992455417,0.0001118756163879799,0.00010424637017582133,0.0005199995640840793,0.00017139100482611334,0.00010803628425440282,0.00010204310235714117,SMU1;hCG_30278
9524,0.0001388986262053187,0.00013716297858248547,3.909586057961732e-05,0.00024349582338783647,0.0002459171215610801,0.00021801645602364815,0.0002834021085298199,0.00026939934670111305,0.0003062074393980311,0.00015396586144690323,0.00016952610849001252,0.00018040806427253595,0.0001687058508252145,0.0001955643692772634,0.00016709890078438224,0.0002542992345213006,0.00019847852825768345,0.00022150998139615366,0.00018630377051225236,0.0002321972528032941,2.15944566745076e-05,0.0001370235008074005,0.0001799214581231965,7.936099815153574e-05,0.00017661616374886382,0.00017302945362376328,0.000132195259299525,0.00019826608961043672,0.00023717447172444365,4.049374834743599e-05,0.00020445372380450852,0.00018841810815342161,0.00013711837373310846,SNX2;TRG9
9525,1.4151841319599916e-05,1.1364122525113578e-05,,1.4842584028761523e-05,6.5248985982548885e-06,1.3801976247486243e-05,2.3163707759488717e-05,8.35219332488264e-06,3.0065659716256173e-05,,,,3.496553232580668e-05,7.1848173423259305e-06,3.979546585426962e-05,0.0002759116592228575,7.965032109763348e-05,0.0001018191109524359,,,,5.865459752411562e-05,0.00012313030693293054,8.999909067131712e-05,1.4892151554280314e-05,1.3147404849254449e-05,3.1652125646890395e-05,4.937151352820853e-05,3.431278285769165e-05,0.0002838820806062948,8.167441358378523e-06,1.775929162624702e-05,1.1328375960693168e-05,SPAK;STK39
9526,7.520348216746099e-06,9.988629569681528e-06,,3.7997280623552407e-06,4.772454172867847e-06,1.5636238123918005e-06,2.464722769034091e-05,2.4470539156453618e-05,2.2591274771057874e-05,8.688032487737102e-06,5.397201008065079e-06,7.308242451643982e-06,,,,1.7214604639016885e-05,1.6962369948932302e-05,8.34686329375732e-06,5.646270033135157e-06,2.564425443398428e-06,,,,,,,,,,,,,,TARBP1;TRM3;TRP185
9527,0.00011953331126138145,9.896460772086493e-05,9.811824629188096e-05,0.00013854552933597797,0.00013009834348188919,3.110801327915187e-05,,,,2.4056278127594463e-06,1.4025475465032728e-05,,,,,,,,,,,,,,,,,,3.2588017579608127e-06,7.126445686673512e-06,,,,TNFAIP2
9528,0.0013647998004163084,0.0016000365650055246,0.001370470770399618,0.0013421359713424238,0.0020533206120989466,0.0020021807230046857,0.000755306247730144,0.000750942247652259,0.0007508440399981425,0.0014119633898314833,0.0022645900395452845,0.00252158694114485,0.001724376693957536,0.003377207395710323,0.0028512191088972782,0.0016292962310481204,0.0017182704878288596,0.0016456228180555812,0.0009114621623948935,0.0008541852684247565,0.003184998861952848,0.002101546767132784,0.0031214901013135164,0.0036397631306941507,0.001056529060974395,0.001643580713471075,0.0013181713890837571,0.0010009524366213862,0.0012651089900880387,0.0022086351498369597,0.0006794257852007234,0.001009289229747118,0.0009776280498490651,VDAC;VDAC1
9529,3.9889073610810546e-05,2.1669900017098065e-05,,5.764232852389573e-05,4.7533825422068336e-05,7.897784433193357e-05,3.978515708161231e-05,3.342254665627913e-05,3.2319061262927626e-05,3.2451474618019675e-05,1.7897838824314694e-05,1.4829412528974825e-05,3.208227406255163e-05,2.0446582616095617e-05,3.214434591566844e-05,4.585799397258466e-05,3.5765189537607926e-05,4.401110783288961e-05,5.874699334796076e-05,1.1479978564958379e-05,4.7360827457540774e-05,6.652548648027163e-05,5.7889921687401525e-05,8.048373481842054e-05,0.00018512473390898355,0.0001682403008956595,0.0001859875532156595,2.8630467601699964e-05,5.26987048519167e-05,5.751047830481441e-05,6.153256582455527e-05,4.41650410937993e-05,7.031138515377056e-05,VPS45;VPS45A;VPS45B
9530,3.0928862676285576e-05,2.9592721538296878e-05,5.724885134104297e-05,1.6475989870905994e-05,1.4201877648330782e-05,1.1626855517076703e-05,4.3958926390671485e-05,5.187612621394473e-05,4.162447202006454e-05,2.3240444824243193e-05,9.187970514327127e-06,1.5115688958245157e-05,1.2737527787732159e-05,1.0584582484115448e-05,,5.592861347622387e-05,7.37052682136036e-05,9.101423029363695e-05,4.3442483462338104e-05,5.853088316294877e-05,,1.842434507644559e-05,1.7552539622137106e-05,6.1962384369112806e-06,2.436937815862193e-05,2.2042357224613236e-05,2.646061178071887e-05,1.5217364421468257e-05,7.558314205055742e-06,,2.7668589811061506e-05,3.09847244917046e-05,2.8717567711679082e-05,XRCC1
9531,3.970004054614803e-05,7.753341400215681e-05,5.730569411374214e-05,9.378459694287011e-06,2.740998303917468e-05,7.67167640274952e-06,,,,,,,,,,,,,,,,,,,1.0197470257221068e-05,3.1425994952095753e-05,3.0292902081321233e-05,,,,7.458663683725709e-05,9.425092884196401e-05,6.399612142323941e-05,ZNF185
9532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3568537052949131e-06,,,ZNF185;DKFZp686B22130
9533,1.9158299149313697e-05,1.968434225275891e-05,,2.3382207825717777e-05,3.298760357277447e-05,4.2136094142422297e-05,4.455937360540542e-05,5.273786427781045e-05,6.168161521936237e-05,3.0323158516371166e-05,2.3012118026446624e-05,1.6992565266798344e-05,3.51482854236624e-05,1.6000211802505018e-05,3.3186663594423244e-05,4.612528396788287e-05,7.29517191795688e-05,4.519145254025779e-05,4.7540707922394915e-05,6.168109531150598e-05,8.630764796654062e-05,1.3361310577771747e-05,2.308521704280997e-05,2.2493556160558403e-05,1.624903025407447e-05,1.2946460076271767e-05,2.500574977689291e-05,0.00011259767970238793,9.552101793067044e-05,4.786785640631955e-05,3.7152755110333886e-05,2.1285832428339597e-05,4.166166800180139e-05,ZNF259;ZPR1
9534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9535,,,,,,,,,,,,,,,,,,,,,,,,,5.412718575114559e-06,,,,,,,,,
9536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6357188320306609e-06,
9537,,,,,,,,,,,,,,,,,,,,,,,,7.759399659945953e-07,,,,,,,,,,
9538,,,,,,,,6.074486038390256e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
9539,,,,,,,,,7.605096651904795e-07,,,,,,,,,,,,,,,,,,,,,,,,,
9540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9541,3.027324323506576e-06,,5.2297240940083597e-05,2.197037735625597e-05,1.1190764765995844e-05,3.0473635997737522e-05,1.0755412640105812e-05,,8.905365275034832e-06,,,5.493232067928967e-06,,,,,,,9.876967948709407e-06,,9.300435420560262e-06,8.568366983971193e-06,4.891960729571197e-06,,,,,,,1.0085930694222005e-05,3.9807969410972986e-06,1.0129817913714222e-05,2.48530477220237e-05,KIAA1686;PEPP2;PLEKHA5
9542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KIAA1686;PEPP2;PLEKHA5
9543,2.2488057875919632e-05,3.748391181906364e-05,,3.3520965285700375e-05,6.010502287939633e-05,2.4635720921632792e-05,1.750278173758993e-05,2.599923312696251e-05,4.808822398290589e-05,1.4897261328004012e-05,1.7545938096725408e-05,5.480522268028536e-06,2.6613386701493202e-05,2.267580594130967e-05,5.87739112736556e-05,2.6116083764467512e-05,3.1827133876177524e-05,3.326697414150118e-05,1.8590695795955808e-05,,,1.9757867065609365e-05,3.4278827776681625e-05,3.7671951772853644e-05,2.1220638509915337e-05,4.6421699549453014e-05,2.0230279409209448e-05,8.204014912398713e-05,7.095825746725956e-05,5.3943979244045154e-05,8.833097514999409e-06,1.1271549921765134e-05,2.243854301282374e-05,TAX1BP2;TRX;VAC14
9544,,,,,,,,,,,,,,,,,,1.557242689023965e-05,,,,,,,,,,,,,,,,
9545,2.070298418239212e-05,2.489481524445727e-05,,0.0005867302994643787,0.00037107506039389616,0.000668159696949215,,,3.4419831330654896e-06,0.0005037933565645697,0.0004659181113114531,0.0005110812480730201,4.657653154908248e-05,0.0001686458783573053,0.00010777786914941807,0.0022842679845085164,0.0022149224798132796,0.002435153266922897,,,,0.0008598091432162255,0.000812536655293444,0.0010343681072800433,0.0007935703761207337,0.0008327718500339245,0.0010628668967188528,,,,,,2.041280344389438e-06,H1F5;HIST1H1B
9546,7.275350992826905e-06,,0.00023144445338137704,1.830351570820706e-05,,4.397291696083266e-05,,,,,,,,,,4.0256040178420096e-05,0.00015495747496429018,5.568539448381596e-05,1.8844891635905738e-05,2.9775158167627513e-05,,,,,2.5060252776040168e-05,,4.538171259201243e-05,3.3755336451294374e-05,4.8123027522235616e-05,,,,,H1F3;HIST1H1D
9547,1.7646189970082657e-05,2.153634042687221e-05,,1.8105041152082674e-05,2.6082893422602703e-05,1.4976601552071908e-05,2.1009227171947752e-05,5.65208309685403e-05,1.8545807080577902e-05,4.758591628498243e-06,,1.7906056341981015e-05,,,5.050932829316747e-06,1.5176410073953115e-05,2.864385924364339e-05,2.7979909188669888e-05,1.4508270508624819e-05,2.795992983128614e-05,,1.2383547065704076e-05,2.4182765361683088e-05,1.2931834009524779e-05,1.1926923874044163e-05,1.6343047253605816e-05,1.4254627768279174e-05,2.114377073896704e-05,2.1248875009881606e-05,2.781896573430674e-05,1.974099438383922e-05,1.4996663228087804e-05,1.5620705827363966e-05,MTMR6
9548,3.6491603746089754e-06,4.053936180911503e-06,,,,6.184680595954162e-06,1.4931143764998089e-05,2.0453212863020744e-05,1.467194660436125e-05,9.007524171869596e-06,,4.67395951918724e-05,,,,,,,9.866443754719158e-06,,,,,,,,,,,,1.5052166892356106e-05,1.709305298548753e-05,2.5353075734109647e-05,DIAPH3;DIAP3
9549,9.250430622369778e-06,1.5111233191978199e-05,,1.922159915529388e-05,1.3747058057244912e-05,1.5617671211383003e-05,,,7.708586281745196e-06,3.330622688925909e-06,,4.495571886833589e-06,4.495211648246663e-06,6.7895615803097686e-06,7.541410703533546e-06,2.0020552246864783e-05,2.7826816935302996e-05,3.2110960816450615e-05,1.0184779816106862e-05,1.080640095068915e-05,2.7389826516001176e-05,5.000380571471011e-06,9.200193509848358e-06,2.1373129711438368e-06,,,,1.9743649887432603e-05,2.7095672966772204e-05,1.0859353720062923e-05,2.1592256215662844e-06,5.830685797026194e-06,8.576491346181466e-06,IKBKB;IKKB;hCG_17395
9550,,,,,,,,,9.403591133175864e-06,,,,,,,1.333401848599563e-05,3.747464530140233e-05,1.761831216401407e-05,1.9297304262402015e-05,,,,,,1.1253936162112615e-05,1.2172086680266439e-05,1.5980887014735523e-05,,,,,,5.049352075458946e-06,ATAD2B;KIAA1240
9551,,,,,,,6.141310804953928e-06,7.351120439517262e-06,3.1790527762084124e-06,1.3732874026502601e-05,,2.4645290785189654e-05,,,,,,,2.6236122164579177e-05,,1.6254524951409816e-05,,2.8051943923346454e-05,1.2466918531113016e-05,,,,,,,,,,KIAA1151;KIAA1213;NAV1;POMFIL3;STEERIN1
9552,6.8224278310156675e-06,1.1792120474820709e-05,2.8721675902226473e-05,,,,,,1.8985443110314658e-06,4.358303161048014e-06,6.807906661475399e-06,1.2232999181634174e-05,5.952647210945622e-06,,1.3751484796544332e-05,,,,,,,,,,1.4133295759618826e-05,1.1862986506324056e-05,5.448411250512511e-06,,,,6.117021753606371e-06,,,IGF1R
9553,,,,,,,,,,,,,,,,,,,,,,,,,,1.6659272664662976e-06,,,,,,,,KIAA0439;NEDD4L;NEDL3
9554,1.1504717270641106e-05,8.279343618347035e-06,,1.7106198855366718e-05,1.0626463792883359e-05,1.549784366685728e-05,9.813254838555749e-06,9.036152218456059e-06,4.6951636888498594e-06,1.2454905485739331e-05,1.1993683740291582e-05,1.3353648693810543e-05,7.0108898598494375e-06,,4.669986154860537e-06,,,4.448230674449352e-06,,,,8.679886755969456e-06,8.36099496807714e-06,5.347183910738109e-06,1.4515682063396282e-05,1.1954847387874313e-05,1.7880385628445576e-05,6.666278311201035e-06,,,,,,HPS3;DKFZp762O156
9555,,,,,,3.5115614741503147e-06,1.8539161046374004e-05,1.7276172756692658e-05,2.0592863358739e-05,,,5.410992683263027e-06,,,,,,3.7461166837111605e-06,8.247676998662478e-06,,,8.53011839567195e-06,1.0770130412002153e-05,9.902916598082944e-06,,7.856788030580628e-06,,,,,,,2.959379450078807e-06,IFT172;KIAA1179
9556,1.1484840028414081e-05,1.4765049508475131e-05,,2.612759985976461e-05,3.2702862382575696e-05,3.602411129331478e-05,6.7654248938973866e-06,4.8656575347506924e-06,1.4023800915383412e-05,,4.598048975683718e-06,9.133094402643555e-06,7.051185570944196e-05,0.00011098511379281615,0.00010118883433882377,,,4.4613397781752656e-06,,,2.2015182068891485e-06,,,,,,5.322049150340049e-06,4.913267855487342e-06,,2.778772418858385e-06,,3.4505763301211163e-06,2.216918123219874e-06,FHOD2;FMNL2;KIAA1902
9557,3.4941210801636933e-06,8.995491707316287e-06,2.7268658764988103e-05,8.568237899331074e-06,1.2988672508638572e-05,9.048347592503453e-06,5.522809676456624e-06,6.506067102575428e-06,4.4881745400574695e-06,7.51206671448361e-06,3.814605167866742e-06,6.653695879400096e-06,2.749439352872182e-06,,8.879194983284968e-06,1.894567368586885e-05,,1.2072585799916642e-05,,,,3.3008216494819765e-06,1.2825991922120686e-05,3.7803770802915226e-06,,,,5.998883682515073e-06,1.0121361623238873e-05,,4.5544823664122445e-05,2.094998126220195e-05,1.1179790202235886e-05,AAK1;KIAA1048
9558,,,,,,,,,,,,,0.0004945988980774445,0.0004957089174905272,0.0007148379373690978,,,,,,,,,,,,,,,,,,,AAT;PI;PRO0684;PRO2209;SERPINA1
9559,,,,,4.357594025316053e-06,,1.624942797089578e-05,1.5050209251632813e-05,1.4303085600679484e-05,,,,0.0009050011778941825,0.0007794867398904563,0.0010107542893079764,7.730597338574248e-06,,5.0896193233326725e-06,,,,0.000265116684007275,0.0002621591148672781,0.0001996154359006796,0.0002895299179669871,0.00030510268979221496,0.0002454691286851459,3.7774910245373864e-06,1.660408476895224e-05,9.625382117740655e-06,1.6195599364608205e-06,1.3948761186024994e-05,1.2109010443111942e-05,ABAT;GABAT
9560,3.66088385176731e-05,1.9055831657796096e-05,,3.618557818271291e-05,5.568737759951713e-05,2.1929224601569463e-05,1.0429081878360096e-06,5.567439908369894e-06,5.388647038173884e-06,1.0738742685553222e-05,,1.824676785157165e-06,8.032063706968691e-06,,3.173281450212017e-06,1.4259754639345692e-05,,1.551148226434072e-05,,,,1.1633812473773527e-05,1.036909759356299e-05,2.226855934557721e-05,2.2780038162076264e-05,2.438327498040364e-05,1.4015412391996095e-05,2.193746500980887e-05,,6.568239489941582e-05,,6.287060489969012e-06,6.5820723803254786e-06,ABR
9561,,,,,,,,,,,,,,,9.413163302118601e-07,,,,,,,,,,,,,,,,,,,ACTN2;hCG_1810883
9562,0.00031694503314064226,0.0002918608933986112,3.23673971953084e-05,0.0003157224878218717,0.0002571004085729016,0.00036811055951318063,0.0002899185988538242,0.0002335654165058665,0.00032064741111227397,0.00026056761402985866,0.0003253236174449452,0.0002199044139585149,0.0011208232841163556,0.001176334221807715,0.0014572282871653881,0.001112290051619622,0.0008791247986033016,0.0007665390790950938,0.000648904288670417,0.0008223772301899162,0.0008179905407057253,0.00030698422509768057,0.00025028277529149295,0.00032336954938585506,0.00034852139789624586,0.0004125333242501498,0.00040352075831730043,0.0004113025869814396,0.00028049100718995215,0.00043348690195662974,0.00047637945689450376,0.0003626107197518012,0.0006490253405694363,ADH5;ADHX;FDH;hCG_41483
9563,0.00021963166317751195,0.00021394143650079814,0.0006178396520932012,0.00014228644092032712,0.00011080255292981443,0.00015333852299227976,0.0004566748313929479,0.00027911137627308487,0.000533844457089092,0.0002625133754338444,0.00027180884981417927,0.00026613803542219525,0.0001115969035352745,9.89777852384898e-05,0.00012000949079233778,0.00020815653640412335,0.00020737076553684481,0.0001839201449843223,0.0003924439555734586,0.00022644100679423772,0.0003549370059289346,9.349299213513481e-05,9.413366374766794e-05,0.00013301086612447705,0.00013128268407610656,0.0001230277372377839,0.00011484415087265176,0.0001489969715148637,0.0001396024184237013,0.0002479876079978452,0.0004996018351386,0.00020691388681041086,0.00021451153654654143,ADSS;ADSS2
9564,4.016899353756251e-05,4.7072136186944235e-05,2.0674631488206313e-05,0.00011909746464463263,0.00011607715810365363,8.355804603759355e-05,0.0001152866652547299,8.947166889476801e-05,0.0001319431164656932,5.093114458127387e-05,7.875109348107387e-05,6.835903867820749e-05,0.000275469895620103,0.00033165437577558417,0.0001692004808842665,1.377149386217201e-05,9.38100853151701e-06,1.2548831869427447e-05,9.85409272231163e-05,6.56996532073773e-05,8.053400206279823e-05,0.00014223453559251712,0.00011553244438699814,0.00013011163115084527,8.672762374448861e-05,9.003119951074093e-05,0.0001169396746056457,0.00014680182042606238,0.00011210498939199476,9.641752509866278e-05,5.3295927548166994e-05,7.509994844485374e-05,0.00010956192488652285,AGM1;PGM3
9565,2.274934779531402e-05,9.684850196746024e-06,,1.0058668981642446e-05,1.544463918366736e-05,1.9515616519660805e-05,6.20233296475905e-05,8.134999643024751e-05,4.954339205230548e-05,6.315393797338681e-05,0.0001191037931327225,0.00015409620620839744,3.209224835513149e-05,1.095142748093682e-05,1.1714630453420933e-05,1.80654611822217e-05,4.386928245255005e-05,2.722703192715931e-05,4.7138596144311516e-05,1.5788471124271843e-05,5.4069989033467606e-05,2.3815519481322347e-05,3.237434287981944e-05,1.134135961672273e-05,4.301693342094878e-05,3.740055409682901e-05,4.5359669448440785e-05,3.32985591039809e-05,3.134771876960276e-05,,2.7106473785661827e-05,4.880211442441625e-05,1.4478169400371657e-05,AKAP8;AKAP95;DKFZp586B1222
9566,0.0003703948591490447,0.0002517861907781433,0.00012699533770289237,5.314905123036114e-05,3.509851699827415e-05,3.0838360119613625e-05,4.062478514418447e-05,3.489599115984723e-05,3.9452882385874343e-05,0.00011208240371320432,0.00010311256557503431,7.933794489582362e-05,0.0002070151570747913,0.00012679867976162352,0.00025230077991297687,2.8100565052641554e-05,1.3178486345510315e-05,2.562414012645863e-05,,,,0.0002826884464315537,0.00027148570198793015,0.0003840167090314706,0.00012502862276396286,0.00011642789255021679,0.00016517939878301645,1.9065730116723005e-05,1.563313009238298e-05,7.198482937180314e-05,4.788693323722074e-05,1.4316822442577117e-05,3.569896735930434e-05,ALDH10;ALDH3A2;FALDH;DKFZp686E23276;hCG_30680
9567,5.1677316117755684e-05,5.646065440719589e-05,4.815027560208822e-05,4.974672744937696e-05,5.386637706211982e-05,5.796959626194568e-05,0.00010225276890345857,0.00011668191231463859,9.133132069478526e-05,4.7748467377919824e-05,5.146803561421027e-05,3.8724333054269247e-05,3.457762376280863e-05,3.7709930470853945e-05,4.726412182163226e-05,8.158945889654368e-05,8.690275224163318e-05,5.110757805761004e-05,0.00011804637208477112,9.583498454757413e-05,9.236432941109211e-05,6.034649615296542e-05,4.05304067367794e-05,2.708495519250906e-05,3.01948896857304e-05,8.429659576217381e-05,3.836488326113872e-05,4.263462438014971e-05,4.57720055491076e-05,4.581671837128358e-05,5.389978402162356e-05,5.8718187156261886e-05,2.7068030286261152e-05,ANAPC8;CDC23
9568,0.0007405032182415377,0.0008232370496179859,0.00025530056579093014,0.000729357605996231,0.0006841270567440331,0.0006787037920272999,0.0020390744228649766,0.0018756488633736696,0.00224827658665802,0.002294459711123241,0.002505426073917095,0.00233441436316256,0.002648830353579681,0.0023221096948610647,0.0027726215408985996,0.000828403743716445,0.0005002643220983534,0.0006782835751516206,0.0030403784418866877,0.0036469102638487807,0.0011066983985277856,0.00306307096831975,0.0023432140464001586,0.0019180287887865847,0.0011742604866049893,0.0008168852162749034,0.0008480156770893597,0.0026855512278436073,0.0023274424007357704,0.0024139094758492473,0.0016090332731586775,0.0014080258848802058,0.0016612104474168993,AOP2;KIAA0106;PRDX6
9569,9.914366067980868e-05,7.403343624518933e-05,0.0002394223985489038,0.00015864468119272912,0.00012153203409692013,0.0001473880509027659,9.46616515113337e-05,6.886150944545849e-05,9.334600541886505e-05,0.00010329836229929427,6.300667953427774e-05,6.749349950476932e-05,7.605821774258631e-05,4.0569693966512934e-05,5.4796849905749316e-05,0.0001218897125575174,0.0001125759267685753,0.00014793614608414233,0.00011291240152118169,1.0560076811442515e-05,0.00014709885135800056,0.00010714281661367604,6.822962149968352e-05,7.38795295805905e-05,0.00010188246577771778,6.024098111779804e-05,6.819646777751268e-05,4.501336096047155e-05,1.8755253645783545e-05,4.222629520751247e-05,0.0001604227751636414,0.00010536433703483582,0.00016076542529077744,AP2M1;CLAPM1;KIAA0109
9570,0.0005279453271827997,0.0004620084380658544,0.00039313596623389294,0.0007748908206758974,0.0007667323136204265,0.000631135015618262,0.00014918428497436552,0.00014525815986878696,0.00011757384952169028,0.00013878944408945147,0.00012643915734118666,0.00010932033319031455,0.0008816742244124459,0.0009558169584417282,0.0010489978377706678,0.00033831951759616787,0.00028851508883608127,0.0002829080469784904,5.4144163000204055e-05,1.993136659597192e-05,9.064091510587938e-05,0.000639832150831743,0.0005024304615010133,0.0005195150358409969,0.0005138867822607175,0.0005348106369110082,0.000603160484012925,0.0003395489885387475,0.0002708463217040226,3.804661113104533e-05,0.00029852865546518457,0.00033219388892992993,0.0005436966458025912,APMAP;C20orf3;UNQ1869/PRO4305;RP4-568C11.2-002
9571,,6.105396979995849e-06,,2.9510700347287803e-06,7.399285193190138e-06,6.692436754560916e-06,1.1186702204487087e-05,1.9537299683466952e-05,2.566065500317788e-05,4.264954832995882e-06,5.656289023353282e-06,4.450737150458293e-06,1.7482765988354488e-05,3.7859400411830914e-05,9.921254562018981e-06,1.8100686763897368e-05,1.7602466680896288e-05,3.350497518486162e-05,3.8316571696742315e-06,5.996627570410145e-06,4.576055483135238e-05,7.77155740148061e-06,1.1598984339337255e-05,8.98870487356148e-06,1.581774053289393e-05,2.0815125629418733e-05,2.2561339513610872e-05,1.1922173593570412e-05,1.3391892112817891e-05,4.3062870872694795e-05,8.69158586488976e-06,3.1828241075804655e-06,2.350025927143852e-05,ARMC8;S863-2;hCG_1818291
9572,1.2535912447896183e-05,,,2.3412754771545437e-05,1.8005399705521297e-05,1.963320836251866e-05,4.38832796157434e-06,,3.179272384979312e-06,,,,,,3.071762208432582e-06,8.025665462643007e-06,,4.454298327358389e-06,,,,,1.322503901942103e-05,,,1.0740958445897193e-05,5.351245566654895e-06,1.824447795821699e-05,1.4528237870172278e-05,,3.157613898366721e-05,3.997593579022996e-05,4.699575745478697e-05,ASAP1;DDEF1;hCG_2009092;KIAA1249
9573,5.4565099353451915e-05,6.273066732067989e-05,,0.00013671007334120253,0.00012093883111825993,0.00012580250115699714,7.442743928195513e-05,0.00011157079771059455,7.956035967370582e-05,8.004485757922204e-05,0.00011472117666852764,7.017169170789721e-05,0.00017072304353456515,0.00011794994199849591,0.00019614832010839362,8.396205371244391e-05,1.7299180531586142e-05,6.479019702387957e-05,8.092573349675692e-05,7.32342228342743e-05,4.604063252266646e-05,4.645517057817689e-05,6.411563709509557e-05,4.6897114426936834e-05,9.794120597464197e-05,0.000141959361200653,0.00011957458466255828,0.00022342277473835892,0.00014467481707472783,0.00013740545658128773,0.0001017646691420223,0.00014452555269041668,0.00016511124560289518,ATP6C;ATP6D;ATP6V1C1;VATC
