Gene name,LFQ Intensity A549_1,LFQ Intensity A549_2,LFQ Intensity A549_3,LFQ Intensity GAMG_1,LFQ Intensity GAMG_2,LFQ Intensity GAMG_3,LFQ Intensity HEK293_1,LFQ Intensity HEK293_2,LFQ Intensity HEK293_3,LFQ Intensity HeLa_1,LFQ Intensity HeLa_2,LFQ Intensity HeLa_3,LFQ Intensity HepG2_1,LFQ Intensity HepG2_2,LFQ Intensity HepG2_3,LFQ Intensity Jurkat_1,LFQ Intensity Jurkat_2,LFQ Intensity Jurkat_3,LFQ Intensity K562_1,LFQ Intensity K562_2,LFQ Intensity K562_3,LFQ Intensity LnCap_1,LFQ Intensity LnCap_2,LFQ Intensity LnCap_3,LFQ Intensity MCF7_1,LFQ Intensity MCF7_2,LFQ Intensity MCF7_3,LFQ Intensity RKO_1,LFQ Intensity RKO_2,LFQ Intensity RKO_3,LFQ Intensity U2OS_1,LFQ Intensity U2OS_2,LFQ Intensity U2OS_3
DSCR1L2;RCAN3,,,,,,,,,,,,,,,,,,,,,,,,5.427516615296265e-07,,,,,,,,,
PHYHD1;RP11-101E3.2-013,,,,,,,,,,,,1.086851232250324e-06,,,,,,,,,,,,,,,,,,,,,
EFCAB2,,,,,,,,,,,,,,,,,,,,,2.1256708562401855e-06,,,,,,,,,,,,
TPP1;TTPA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6166285689952203e-07
CLDN12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4927109661806686e-06,,,
F13A;F13A1;RP11-232H4.1-004;RP11-232H4.1-003,,,,,,,,,,,,,,,,,,,,,,,,3.852185229068122e-07,,,,,,,,,
PDE7A;PDE7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6499961889590033e-06
C16orf22;FBL16;FBXL16,,,,,,,,,,,,4.154694567337391e-06,,,,,,,,,,,,,,,,,,,,,
EZF2;ZNF444;ZSCAN17,,,,,,,,7.69538476959257e-07,,,,,,,,,,,,,,,,,,,,,,,,,
C3orf14;HT021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UFSP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5147631220099043e-06,,,
LIME;LIME1;LP8067,,,,,,,,,,,,,,,,3.925302454038664e-06,,,,,,,,,,,,,,,,,
TMEM101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.975586139852728e-06
HT015;MFRN;MSCP;SLC25A37,,,,,,,,,,,,,,,,,,,,,,,1.4560821874417807e-07,,,,,,,,,,
NMU,,,,,,,,,,,,,,,,,,,2.753831337383525e-06,,,,,,,,,,,,,,
RINL,,,,,,,,,,,,,,,,,,,,,,,,3.71118121844223e-07,,,,,,,,,
ANKRD1;C193;CARP;HA1A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.238023943125328e-07,,
LEPR;LEPROT;OBR;hCG_20174,,,,,,4.787402727225783e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHPT1;CPT1;MSTP022,,,,,,,,,,,,,,,,,,,,,,,,,,,3.81654212801623e-07,,,,,,
C9orf130;NAG12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7903407042246755e-07
SIAT4B;ST3GAL2,,,,,,,,,,,,,,,,,,,1.0806780680222598e-06,,,,,,,,,,,,,,
IFNABR;IFNAR2;IFNARB,,,,,,,,,,,,,,,,,,,,,,,5.389604402367259e-07,,,,,,,,,,
C7orf11;TTDN1;hCG_1780582;tcag7.446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.647047974763431e-05
HOX8;MSX2,,,,,,,,,4.423290771372856e-06,,,,,,,,,,,,,,,,,,,,,,,,
SIAT7B;SIATL1;ST6GALNAC2;STHM,,,,,,,,,,,,,,,,,,,,,,,,,,,3.99990853568974e-06,,,,,,
nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2854797787655087e-06
BET;DNER;UNQ262/PRO299,,,,,,5.6373884695312896e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,
HLA-DQA1;HLA-DQA2;HLA-DXA;DAMC-134I7.3-001;HLA-DQA1/DRA;HLA-DRA;HLA-DRA1;DADB-70I23.1-001;DAMA-224B5.1-001;DAMC-16P5.1-001;DADB-249P12.3-001;DAMA-367I24.3-001;DADB-70I23.1-002;DAMA-224B5.1-002;DAMC-16P5.1-002;DAQB-184K4.1-002;DASS-397D15.1-002;XXbac-BCX213L12.1-002;XXbac-BPG290C9.1-002,,,,,,1.0816156509184286e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7008783350985016e-06
MARVELD3;MRVLDC3,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1930346590161011e-06,,,,,,
G2E3;KIAA1333,,,,,,,,,,,,,,,,,,,,,1.2138052685884007e-06,,,,,,,,,,,,
MBOAT1;OACT1,,,,,,,,,,,,,,,,,,5.260607568217789e-06,,,,,,,,,,,,,,,
RP11-203D19.1-004;TLE1,,,,,,,,,,,,,,,,,,,,,1.94306808373006e-06,,,,,,,,,,,,
nan,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5098161292785052e-06,,,,,,
C5orf43,,,,,,,,,,,,,,,3.5497009624160943e-06,,,,,,,,,,,,,,,,,,
HLS;HYLS1,,,9.067784376240406e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATP1C;ATP1G1;FXYD2,,,5.834668473801365e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAGEE1;PAGE5;RP11-382F24.4-002;RP11-382F24.4-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.723729997597719e-07,,
C16orf87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.987291161477787e-07,,,
ADAMTS12;UNQ1918/PRO4389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.886461380923073e-06,
HOX7;MSX1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.196103091797367e-06,,,
KCNMB4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPB41L4O;FRMD3,,,,,,5.684168752631537e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1orf159;UNQ2998/PRO9739;RP11-465B22.4-004,,,1.1108800934462804e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KIS;KIST;UHMK1;DKFZp667I0511,,,,,,,4.079313479983285e-08,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF688,,,,,,,,,,,,,,,,,,,,,,,,,,,5.240866059460843e-07,,,,,,
nan,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9497557786934476e-07,,,,,,
PTPD1;PTPN21,,,,,,1.7477687215819004e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZKSCAN10;ZNF202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.352910300237055e-07,,,
nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HBBP;RIS1;TMEM158,,,,,,,,,,,,,,,,,,,,,7.331047243443182e-07,,,,,,,,,,,,
LRRC34;hCG_1787503,,,,,,,,,1.3693311548410318e-06,,,,,,,,,,,,,,,,,,,,,,,,
G16;NG2;RMA1;RNF5,,,,,,,,,,,,,,,,,,,,,2.6787428092212696e-06,,,,,,,,,,,,
PSCA;UNQ206/PRO232,,,,,,9.496399202159493e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,
VGF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.098445909055011e-06,
SEMA4A;SEMAB;SEMB;UNQ783/PRO1317;DKFZp686D04248;RP11-54H19.2-014;RP11-54H19.2-004,,,,,,,,,,,,,,,,,,7.05067839367743e-07,,,,,,,,,,,,,,,
NUDT22;PP11246,,,,,,,,,,,,,,,,,,,,,1.9855142952738667e-06,,,,,,,,,,,,
nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C17orf106;TEN1,,,,,,,,,,,,,,,,,,2.6884063060116027e-07,,,,,,,,,,,,,,,
MESDC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0644867239119562e-07
NGRH1;NGRL3;RTN4RL2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5L2;GPR77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TNFAIP8L3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNF99;TRIM45;RP11-229A19.2-003,,,,,,,,,,,,,,,,,,,,,7.411600778100137e-05,,,,,,,,,,,,
FAM132B,,,,,,,,1.7338133374224837e-06,,,,,,,,,,,,,,,,,,,,,,,,,
LSM11,,,,,,,,2.568717470381897e-06,,,,,,,,,,,,,,,,,,,,,,,,,
INHBA;hCG_17267;tcag7.474;DKFZp686A06204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.807870428954163e-07,
ND2;MTND2;MT-ND2;NADH2;clone 82-2,,,,,,,,,,,,,,,,,,,,,,7.220115335542514e-05,,,,,,,,,,,
KIAA0441;ZBTB24;ZNF450,,,,,,,,,,,,,,,,,,,,,1.2870458489833923e-06,,,,,,,,,,,,
RNF145;DKFZp686M20237;DKFZp686M11215;DKFZp547B0914,,,,,1.4678100794760816e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan,,,,,1.2625449981484378e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARVELD1;MRVLDC1,,,,,,,,,,,,,,,,,,,,,,,,,,,1.057392098119949e-07,,,,,,
C16orf55,,,,,,,,,4.4574193011193327e-07,,,,,,,,,,,,,,,,,,,,,,,,
CF2R;F2R;PAR1;TR;thrombin receptor;HTR,,,,,1.4553078289694121e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMP2;PSL4;SPPL3;hCG_1778029;UNQ1887,,,4.045853793363267e-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PMEPA1;STAG1;TMEPAI;hCG_40101;RP4-718J7.3-002;RP4-718J7.3-006;RP4-718J7.3-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CST2;CST4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.840663844217672e-08
PCDH15;RP11-449J3.2-019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTL;CHIC2,,,,,,,,,,,,7.856029436921531e-07,,,,,,,,,,,,,,,,,,,,,
BAR;BFAR;RNF47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.391670248437071e-06,,,
GP2;DKFZp779K0533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GPR120;GPR129;PGR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GAGED2;XAGE1;XAGE1A;XAGE1B;XAGE1C;XAGE1D;XAGE1E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1489071147796844e-06,
CCDC110;KMHN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.992887448433176e-07,,,,,
C21orf51;FAM165B,,,,,1.323667377844281e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMD12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2769488719012382e-06,,,,
ACY3;ASPA2;HCBP1,,,3.996043290548491e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.017413482320713e-06,
TIMP4,,,,,,,,,,,,,,,5.9124402968357725e-06,,,,,,,,,,,,,,,,,,
FMO3,,,,,,,,,4.431987116738765e-07,,,,,,,,,,,,,,,,,,,,,,,,
EAP1;PTTG;PTTG1;TUTR1;hCG_16307;PTTG2,,,,,,,,,,,,,,,,,,,8.704029167754966e-06,,,,,,,,,,,,,,
nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C15orf56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FOXN2;HTLF,,,,,,,,,3.473133598164871e-05,,,,,,,,,,,,,,,,,,,,,,,,
ZAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHLHB42;HES4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C6orf145,,,,,,,,,,,,,1.0478035926393733e-06,,,,,,,,,,,,,,,,,,,,
nan,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1569059658102394e-05,,,,,,
KIAA0237;RIMS3,,,,,,,,,,,,,,,,4.0946060690345634e-07,,,,,,,,,,,,,,,,,
APM2;C10orf116;hCG_1773630;RP11-96C23.4;RP11-96C23.4-001;RP11-96C23.4-002,,,,,,,,,,,,2.9445308045693974e-06,,,,,,,,,,,,,,,,1.7619102086384788e-06,,,,,
C17orf61,7.5973107114647006e-06,,,,,,,,4.939312333300583e-06,,,6.470801866662824e-06,3.096755254693069e-05,,,,,,,,,1.3285598852016254e-05,,2.4526081192257496e-05,,,,,,,,,
CNIH;CNIL;UNQ155/PRO181;hCG_1785850,,,,,,9.61355383954099e-06,,2.8763209164558936e-05,1.3944292666328554e-05,,,,,,,,,,,,,,,,,,,,,,,,
IL2RG,,,,,,,,,,,,,,,,,,7.066085781615762e-06,,,,,,,,,,,,,,,
nan,,,,,,,,,,,,,,,,,,1.894117451265605e-05,,,,,,,,,,,,,2.3356140737190312e-05,,
ACT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.648354584365641e-06
P47;PLEK,,,,,,,,,,,,,,,,,,2.8058335600025005e-05,,,,,,,,,,,,,,,
ANKRA1;RFXANK;RFXB,,,,,,,,8.622026224447023e-06,1.0667250389294635e-05,,,,,,,,,,,,1.937461218931207e-05,,,,,,,,,,,,
SEL1L,,,,,,,,,,,,,,,,,,,,,,,8.137048209942337e-07,,,,,,,,,,
CKLFSF7;DKFZp434I2129;CMTM7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.656436537072569e-07,
RPA12;ZNRD1;DAAP-65D20.6-001;DADB-60O11.10-001;DAMA-377D17.11-001;DAMC-182C13.9-001;hCG_23775,,,,,,,,,7.16088153798845e-07,,,,,,,,,,,,,,,,,,,,,,,,
NINJ1,,,,,,,,,,,,,1.7834744137180985e-05,,,,,,,,,,,,,,9.156279907800671e-06,,,,,,
MRPL54,,,,,,9.570793872269453e-06,1.156570419320883e-05,2.1628198133976074e-05,2.815000583957999e-05,,,1.6086371795919777e-05,,,,,,,,,,,4.0904669600994e-05,,,,,,,,,,
FLOT1;RFC1;SLC19A1,,,,,,,,,,,,,,,,,,,,,,,,,,1.5179994468195588e-06,,,,,,,
nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.706924766185339e-05,,,,,
C11orf15;TMEM9B;UNQ712/PRO1375;hCG_23891,,,,,,,3.7191704322390744e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
HIGD2A,,1.8602236931117354e-05,,,1.478733343243709e-05,,,,,,8.557389304229448e-07,,,1.9281912170994704e-05,,,4.445326302400037e-06,,,,,,9.88543737328995e-06,2.0827309059496964e-05,,2.3420254672724515e-05,3.131389280904629e-05,,6.64790286864818e-06,,,,3.288927115417012e-06
DOK3,,,,,,,,,,,,,,,,,,,,,2.5297873595992145e-05,,,,,,,,,,,,
CXCR4,,,,,,,,,,,,,,,,,,1.0977739110619011e-05,,,,,,,,,,,,,,,
TFPI2;hCG_19196,,,1.0744623063795601e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD68,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3965184228209238e-05,,,,,
CKN1;CSA;ERCC8,,,,,,,,,1.7816750129118788e-06,,,,,,,,,,,,,,,,,,,,,,,,
C2orf34,,,,,,,3.6319685607917602e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C20orf52;ROMO1,,4.556088710716564e-06,,,,2.668006988719448e-06,7.352619310500027e-06,,,,,6.0283311641382395e-06,1.1680243137289873e-05,6.021380895579062e-06,8.476562495588471e-06,,,,,,,1.2352166444910792e-05,7.68664615063744e-06,1.8350384207507986e-06,,7.256323118730903e-06,6.376260630611933e-06,1.2913107661038513e-05,,,9.635695859905625e-06,,
C1orf72;TMEM51;RP5-903E17.1-004,,,,6.465434440792415e-06,,1.312976529683123e-05,,,,,,,4.089346239010869e-06,,,,,,,,,,,,,,,,,,,,
ABHD7;EPHX4;EPHXRP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5840964734215775e-05,,,
NAGK,,,,2.889925933921826e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C19orf77;HSPC323,,,,,,,,,,,,,,,,,,3.2726224509719217e-06,,,,,,,,,,,,,,,
SFT2D2;UNQ512/PRO1027;RP4-747L4.1-003,,,,,,1.2940646175999775e-06,,,,,,,,,,,,1.634473581828585e-05,,,,,,,,,,,,,,,
FAM64A;hCG_1775697,,,,,,,,,1.7275534344103907e-06,,,,,,,,,,,,,,,,,,,,,,,,
nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DISC1;KIAA0457;RP4-730B13.1-002;RP4-730B13.1-008;RP4-730B13.1-007,,,,,,,,,,,,,,,,,,8.773702524803575e-07,,,,,,,,,,,,,,,
IFNGR1,,,,,,2.534363836312886e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,
RP11-501K14.2;RP11-501K14.2-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MICA;PERB11.1,,,2.7859106555740508e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MICA;DAMA-345G11.2-002;DAMA-345G11.2-003;PERB11.1;DAMA-345G11.2-005;DAQB-48K1.7-005;DAQB-48K1.7-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSPC100;KIAA1919;NAGLT1,,,,,,,,,,,,4.755301986372972e-06,,,,,,,,,,,,,,,,,,,,,
TMEM184A,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7613556652602464e-06,,,,,,
UBE2D4;hCG_17272;SFT;UBCH5;UBCH5A;UBE2D1,,,,,,,,,,,,,,,,,,,,,,6.64264640533921e-06,,,,,,,,,,,
MCT4;MCT5;SLC16A4,,,1.3734130966612489e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRINL1A,,,8.181146778641353e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C1orf85;PSEC0030;UNQ2553/PRO6182,,,,,,,5.696014425485556e-07,,,,,,,,,,,,,,2.4204550300477337e-05,,,,,,,,,6.028131579864967e-06,,,
FBW4;FBXW4;SHFM3;RP11-529I10.3-005;RP11-529I10.3-002,,,2.2849472815163096e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C5orf19;REEP2;SGC32445;hCG_18785,,,,,,,,5.06041738938356e-06,,,,,,,,,,,,,,,,,,,,,,,,,
FAM76A;RP3-426I6.1-005,,,,,,,,,,,,,,,,,,4.281046108974713e-06,,,,,,,,,,,,,,,
C1orf174,,,,,,,,,,,,,,,,,,,,,1.4369942099277783e-05,,,,,,,,,,,,
BFT;PITX1;PTX1,,,,,,,,,,,,,,,,,,,,,3.965263188236368e-05,,,,,,,,,,,,
TNFAR;TNFR1;TNFRSF1A,,,,,,,,,,,,3.899609341804676e-07,,,,,,,,,,,,,,,,,,,,,
BIGM103;PP3105;SLC39A8;ZIP8,,,,,,,,,,,,,,,,,,,,,,,,,,,4.042779553764884e-06,,,,,,
TBL1XR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.023636044356402e-06,,,
ZNF335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7618868037705e-06,,,
CDHF1;DSC1;hCG_25474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8204426340339795e-06,
ZXDB;ZXDA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.165140706987469e-06,,,
SHH;IHH,,,,,,4.0623745508775215e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,
1R21;BHLHB25;HEIR1;ID3,,,,,,,,,,,,,,,,,4.027704917050806e-06,,,,,,,,,,,,,,,,
BEGAIN;KIAA1446,,,,,,,,,,,,2.5644374003202836e-06,,,,,,,,,,,,,,,,,,,,,
DUSP7;PYST2,,,,,,,,,,,,,,,,,,8.225227245616598e-07,,,,,,,,,,,,,,,
DRAK2;STK17B;hCG_20077,,,,,,,,,,,,,,,,1.9244388946783337e-05,1.394458664701042e-05,1.1294523293327731e-05,,,,,,2.066422688809682e-06,,,,,,,,3.78245629745329e-06,4.867211845875203e-06
HS6ST2;PSEC0092,,,,,,,3.549695340657534e-06,,,,,,,,,,,,,,,,,,,,,,,,,,
UBXD4;UBXN2A,,,,,,3.559196476980706e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,
CD66D;CEACAM3;CGM1;hCG_22311;CEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELOVL7,,,3.904048321792556e-06,,,,,,,,,,,,,,,,,,,,,,,,2.130988277120855e-06,,,,,,
C14orf126,,,,,,,,,1.455668517120702e-06,,,,,,,,,,,,,,,,,,,,,,,,
EBF4;COE4;KIAA1442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DET1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3007526620367586e-05,,,
BORG1;CDC42EP2;CEP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.73788683747719e-06,,,
MAL2,,,,,,,,,,,,,,7.828635995101978e-06,2.828262845600725e-06,,,,,,,6.538153840001748e-06,1.4643601071172715e-05,1.6242585503505276e-05,7.5528279532368745e-06,,1.7068370467087037e-05,,,,,,
C16orf53;PA1,,,,,,4.374213361608002e-06,5.166638555524888e-06,,,,,5.613905555722404e-06,,,,,,,,,,,,,,,,,,,,,
HSPC039;IER3IP1,,,,,,,,,,,5.892794415609312e-05,,7.883787017571396e-05,0.00011419184773543616,,,,1.5251687753714109e-05,,,,,,,7.51606611936173e-05,,6.9885658327073e-05,,,,,5.29928063185948e-05,
SLC19A3,,,,,,,,,,,,,1.0918246200760894e-05,,,,,,,,,,,,,,,,,,,,
CD32;FCG2;FCGR2C;IGFR2;FCGR2A;FCGR2A1,,,,,,,,,,,,,,,,,,,1.3489049168484162e-05,,,,,,,,,,,,,,
EPT1;KIAA1724;SELI;hCG_1651316;tmp_locus_24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6615991041020652e-06
UNQ607,,,,,,,,,,,,4.3002539367117465e-06,,,,,,,,,,,,,,,,,,,,,
CD34;RP11-328D5.2-003;DKFZp686I22213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.535521702277428e-06
FOXJ3;KIAA1041;hCG_21708,,,2.3507702421497067e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCL2L3;MCL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6966244580229901e-06,,,
nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCL1,,,,,,,,,,,,,,5.06485597629886e-06,,,,,,,,,,,,,,,,,,,2.3850651649313353e-06
HSPC301;ING3;ING2,,,,,,,,,,,,,,,,,,,,,1.4035019431031788e-05,,,,,,,,,,,,
SOX11,,,,,,,6.183268143382731e-06,6.438687384641795e-06,,,,,,,,,,,,,,,,,,,,,,,,,
ALX1;CART1,,,,,,,,,1.7043959332194964e-06,,,,,,,,,,,,,,,,,,,,,,,,
CLN6,,,,,,,,,,,,,,,,,,,,,,,,,2.795764538340392e-06,,,,,7.5705202134800705e-06,,,
C13orf32;SLAIN1;RP11-188A23.1-005;RP11-188A23.1-003,,,,,,,8.302981695769705e-07,,,,,,,,,,,,,,,,,,,,,,,,,,
ARMCX5,,,,,,,,1.5390521624948527e-06,,,,,,,,,,,,,,,,,,,,,,,,,
PMS2L11;PMSR6,,,5.679540286327196e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP1201;PSEC0158;RECS1;TMBIM1,,,,1.7713024051768987e-05,2.821537753319434e-05,3.841421501020629e-05,,,,,,3.0946825217497815e-06,1.204577878218281e-05,,,,,,,,,,,,,,,4.950257288807351e-06,,,5.2194781458380065e-06,1.0075205635560203e-05,
G17;NAT1;SLC38A3;SN1;SNAT3,,,,,,,,,,,,,9.354054225660499e-05,,8.230358795247783e-05,,,,,,,,,,,,,,,,,,
DXS9879E;ESO3;ITBA2;LAGE3;XX-FW81657B9.4-002,,,,,,9.164292934465484e-07,,,,,,,,,,,,,,,,,,,,,8.049132204514171e-07,,,,,,
C20orf100;GCX1;TOX2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RHOXF2B,,,,,,,,,,,,,,,,,,,,,3.910110387236795e-05,,,,,,,,,,,,
GAGE3;GAGE5;GAGE6,,,,,,,,,,,,,,,,,,,,,,,4.4800296583174847e-05,,,,,,,,,,
ARP1;PITX2;RGS;RIEG;RIEG1;PITX3;PTX3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AF9;MLLT3;YEATS3;LTG9/MLLT3;DKFZp686D09204;RP11-15P13.2-002,,,,,,,,2.487054712917794e-05,,,,,,,,,,,,,,,,,,,,,,,,,
SIX1,,,,,,,6.076116336590934e-06,1.2060250804097478e-05,8.276362214458687e-06,,,,,,,,,,,,,,,,,,,,,,,,
BM-021;C6orf209;CD001;LMBRD1;MSTP044;NESI,,,,,,8.55754049356845e-06,,1.1502211246090803e-05,,,,,1.0801047679233646e-05,,,,,,,,,,,,,,,,,,,,
RNF24,,,,,,2.5715617826759604e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,
KIAA1165;N4WBP5A;NDFIP2,,,,,,,,,,,,,,,,,,,,,,,1.0034595928791564e-06,,,,,,,,,,
KIAA1677;KLHL15,,,,,,,8.093848676365936e-07,,,,,,,,,,,,,,,,,,,,,,,,,,
ELK1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.338303354353345e-07
SIT;SIT1,,,,,,,,,,,,,,,,5.577468495146979e-06,,1.3252197676804887e-05,,,,,,,,,,,,,,,
SIX2,,,,,,,,,,,,1.5683034654284937e-06,,,,,,,,,,,,,,,,,,,,,
MEA;MEA1,,,,,,1.0511216052184259e-05,2.553019197499393e-06,1.2816969163841186e-05,1.0710986927858457e-05,,,1.502512528873416e-05,,,,,,,3.5819402545849644e-05,,,,,,,,,,,,,,
HOHO1;KCNK1;KCNO1;TWIK1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.490612041742564e-06,,
nan,,,,,,,,,,,,,,,,,,,,,,,,,6.4689618801014915e-06,,,,,,,,
FLJ14981;hCG_2004608;MPND,,,,,,,,,5.259451919732136e-06,,,,,,,,,5.338409754816925e-06,,,,,,,,,,,,,,,
KCTD6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1534950186522195e-05,,,
OKL38;OSGIN1;hCG_40314,,,1.4486590519339913e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLC35B1;UGTREL1,,,,,,,,,,,,,,,,,,,,,,,,6.57785296777877e-07,,,,,,,,,
DNAJC30;WBSCR18,,,,,,,,,,,,,,,,,,,,,,,5.651371915867172e-06,7.159722031795519e-06,,,,,,,,,
JH8;JRK;hCG_1641521;DKFZp686C24207,,,,,,,,,,,,,,,,,,2.7840620179884132e-06,,,,,,,,,,,,,,,
